,pvalues,speciesName,padj,model
398,0.0984, Paspalum repens,0.137981124,e Climate Segment f Climate Segment
399,0.3933, Passiflora incarnata,0.444713043,e Climate Segment f Climate Segment
400,0.3604, Passiflora lutea,0.42432,e Climate Segment f Climate Segment
401,0, Pedicularis lanceolata,0,e Climate Segment f Climate Segment
402,0, Peltandra virginica,0,e Climate Segment f Climate Segment
403,0.6722, Penstemon alluviorum,0.710936949,e Climate Segment f Climate Segment
404,4.00E-04, Penstemon calycosus,0.000756364,e Climate Segment f Climate Segment
405,0.8625, Penstemon deamii,0.873701299,e Climate Segment f Climate Segment
406,3.00E-04, Penstemon hirsutus,0.000574233,e Climate Segment f Climate Segment
407,0, Persicaria amphibia,0,e Climate Segment f Climate Segment
408,2.00E-04, Phacelia bipinnatifida,0.000386378,e Climate Segment f Climate Segment
409,0.269, Phaseolus polystachios,0.329776031,e Climate Segment f Climate Segment
410,0.9269, Phlox amplifolia,0.928387801,e Climate Segment f Climate Segment
411,0.0096, Phlox glaberrima,0.015931915,e Climate Segment f Climate Segment
412,0, Phlox pilosa,0,e Climate Segment f Climate Segment
413,0.3933, Phoradendron leucarpum,0.444713043,e Climate Segment f Climate Segment
414,0, Phragmites australis,0,e Climate Segment f Climate Segment
415,0.0987, Phyllanthus caroliniensis,0.13809148,e Climate Segment f Climate Segment
416,1.00E-04, Physalis virginiana,0.000203257,e Climate Segment f Climate Segment
417,0.2445, Planodes virginicum,0.303920319,e Climate Segment f Climate Segment
418,0.1554, Plantago elongata,0.209890909,e Climate Segment f Climate Segment
419,0.2325, Plantago virginica,0.290741483,e Climate Segment f Climate Segment
420,0, Platanthera ciliaris,0,e Climate Segment f Climate Segment
421,0.4445, Platanthera peramoena,0.4953,e Climate Segment f Climate Segment
422,0.2168, Pluchea camphorata,0.27476129,e Climate Segment f Climate Segment
423,0.3422, Poa autumnalis,0.405955894,e Climate Segment f Climate Segment
424,0.3776, Poa chapmaniana,0.439472626,e Climate Segment f Climate Segment
425,0, Poa palustris,0,e Climate Segment f Climate Segment
426,0, Poa saltuensis,0,e Climate Segment f Climate Segment
427,0, Pogonia ophioglossoides,0,e Climate Segment f Climate Segment
428,0.2403, Polygala ambigua,0.299295808,e Climate Segment f Climate Segment
429,0, Polygala cruciata,0,e Climate Segment f Climate Segment
430,0, Polygala polygama,0,e Climate Segment f Climate Segment
431,0, Polygala verticillata,0,e Climate Segment f Climate Segment
432,0, Polygonum tenue,0,e Climate Segment f Climate Segment
433,0, Pontederia cordata,0,e Climate Segment f Climate Segment
434,0, Populus tremuloides,0,e Climate Segment f Climate Segment
435,0.0095, Potamogeton diversifolius,0.015808,e Climate Segment f Climate Segment
436,0, Potamogeton illinoensis,0,e Climate Segment f Climate Segment
437,0, Potamogeton natans,0,e Climate Segment f Climate Segment
438,0, Potamogeton zosteriformis,0,e Climate Segment f Climate Segment
439,0, Proserpinaca palustris,0,e Climate Segment f Climate Segment
440,2.00E-04, Prunus pensylvanica,0.000386378,e Climate Segment f Climate Segment
441,0, Prunus pumila,0,e Climate Segment f Climate Segment
442,0, Prunus virginiana,0,e Climate Segment f Climate Segment
443,1.00E-04, Pteridium aquilinum,0.000203257,e Climate Segment f Climate Segment
444,0.2769, Pycnanthemum loomisii,0.336158755,e Climate Segment f Climate Segment
445,0.0904, Pycnanthemum pycnanthemoides,0.128203636,e Climate Segment f Climate Segment
446,0.1489, Pycnanthemum tenuifolium,0.203757895,e Climate Segment f Climate Segment
447,1.00E-04, Pyrola elliptica,0.000203257,e Climate Segment f Climate Segment
448,0.3933, Pyrrhopappus carolinianus,0.444713043,e Climate Segment f Climate Segment
449,0.001, Quercus coccinea,0.001835294,e Climate Segment f Climate Segment
450,0, Quercus ellipsoidalis,0,e Climate Segment f Climate Segment
451,0.5146, Quercus falcata,0.560402094,e Climate Segment f Climate Segment
452,0.0363, Quercus lyrata,0.055928889,e Climate Segment f Climate Segment
453,0.0598, Quercus marilandica,0.087594366,e Climate Segment f Climate Segment
454,0.1109, Quercus michauxii,0.154123831,e Climate Segment f Climate Segment
455,0.169, Quercus montana,0.223898089,e Climate Segment f Climate Segment
456,0.2637, Quercus pagoda,0.324553846,e Climate Segment f Climate Segment
457,0.0019, Quercus palustris,0.003406897,e Climate Segment f Climate Segment
458,0.831, Quercus shumardii,0.850072131,e Climate Segment f Climate Segment
459,0.0502, Quercus stellata,0.074405701,e Climate Segment f Climate Segment
460,0, Ranunculus fascicularis,0,e Climate Segment f Climate Segment
461,0.2748, Ranunculus micranthus,0.334259649,e Climate Segment f Climate Segment
462,0, Ranunculus pensylvanicus,0,e Climate Segment f Climate Segment
463,0.3933, Ranunculus pusillus,0.444713043,e Climate Segment f Climate Segment
464,0, Ranunculus sceleratus,0,e Climate Segment f Climate Segment
465,0, Rhamnus alnifolia,0,e Climate Segment f Climate Segment
466,7.00E-04, Rhus copallinum,0.0013,e Climate Segment f Climate Segment
467,0, Rhus typhina,0,e Climate Segment f Climate Segment
468,0, Rhynchospora alba,0,e Climate Segment f Climate Segment
469,0, Rhynchospora capillacea,0,e Climate Segment f Climate Segment
470,0, Rhynchospora capitellata,0,e Climate Segment f Climate Segment
471,0.1703, Rhynchospora corniculata,0.224192405,e Climate Segment f Climate Segment
472,2.00E-04, Rhynchospora scirpoides,0.000386378,e Climate Segment f Climate Segment
473,0, Ribes americanum,0,e Climate Segment f Climate Segment
474,0, Ribes hirtellum,0,e Climate Segment f Climate Segment
475,0.0154, Rorippa sessiliflora,0.025025,e Climate Segment f Climate Segment
476,0.0236, Rotala ramosior,0.03737665,e Climate Segment f Climate Segment
477,0.3557, Rubus aboriginum,0.419578072,e Climate Segment f Climate Segment
478,0.1539, Rubus argutus,0.208315835,e Climate Segment f Climate Segment
479,0.0036, Rubus flagellaris,0.006310112,e Climate Segment f Climate Segment
480,0, Rubus hispidus,0,e Climate Segment f Climate Segment
481,0, Rubus idaeus,0,e Climate Segment f Climate Segment
482,0.3018, Rubus laudatus,0.364967442,e Climate Segment f Climate Segment
483,0, Rubus pubescens,0,e Climate Segment f Climate Segment
484,0, Rudbeckia triloba,0,e Climate Segment f Climate Segment
485,0.4468, Ruellia caroliniensis,0.496091103,e Climate Segment f Climate Segment
486,0.004, Ruellia strepens,0.006991597,e Climate Segment f Climate Segment
487,0, Rumex britannica,0,e Climate Segment f Climate Segment
488,0.1562, Rumex triangulivalvis,0.210515767,e Climate Segment f Climate Segment
489,0.3933, Saccharum alopecuroides,0.444713043,e Climate Segment f Climate Segment
490,0.1588, Sagina decumbens,0.212186724,e Climate Segment f Climate Segment
491,0, Sagittaria cuneata,0,e Climate Segment f Climate Segment
492,1.00E-04, Sagittaria graminea,0.000203257,e Climate Segment f Climate Segment
493,0, Sagittaria latifolia,0,e Climate Segment f Climate Segment
494,0.2952, Sagittaria montevidensis,0.357679223,e Climate Segment f Climate Segment
495,0, Sagittaria rigida,0,e Climate Segment f Climate Segment
496,0, Salix amygdaloides,0,e Climate Segment f Climate Segment
497,0, Salix bebbiana,0,e Climate Segment f Climate Segment
498,0, Salix candida,0,e Climate Segment f Climate Segment
499,0.815, Salix caroliniana,0.836447368,e Climate Segment f Climate Segment
500,0, Salix lucida,0,e Climate Segment f Climate Segment
501,0, Salix pedicellaris,0,e Climate Segment f Climate Segment
502,0, Salix petiolaris,0,e Climate Segment f Climate Segment
503,0.0372, Salvia lyrata,0.057174384,e Climate Segment f Climate Segment
504,0, Sambucus racemosa,0,e Climate Segment f Climate Segment
505,0.4013, Samolus parviflorus,0.452005776,e Climate Segment f Climate Segment
506,0, Sanicula marilandica,0,e Climate Segment f Climate Segment
507,0, Sarracenia purpurea,0,e Climate Segment f Climate Segment
508,1.00E-04, Schoenoplectiella smithii,0.000203257,e Climate Segment f Climate Segment
509,0, Schoenoplectus acutus,0,e Climate Segment f Climate Segment
510,0, Schoenoplectus pungens,0,e Climate Segment f Climate Segment
511,0.0396, Scirpus georgianus,0.060269268,e Climate Segment f Climate Segment
512,0.815, Scleria oligantha,0.836447368,e Climate Segment f Climate Segment
513,0, Scleria verticillata,0,e Climate Segment f Climate Segment
514,0, Scrophularia lanceolata,0,e Climate Segment f Climate Segment
515,0.817, Scutellaria elliptica,0.837123153,e Climate Segment f Climate Segment
516,0, Scutellaria galericulata,0,e Climate Segment f Climate Segment
517,1.00E-04, Scutellaria incana,0.000203257,e Climate Segment f Climate Segment
518,0.1959, Scutellaria nervosa,0.251009446,e Climate Segment f Climate Segment
519,0.0151, Sedum ternatum,0.024601567,e Climate Segment f Climate Segment
520,0.1637, Senna marilandica,0.217801279,e Climate Segment f Climate Segment
521,0.8352, Sericocarpus linifolius,0.850187276,e Climate Segment f Climate Segment
522,0, Silene virginica,0,e Climate Segment f Climate Segment
523,0.089, Silphium asteriscus,0.126505695,e Climate Segment f Climate Segment
524,0, Silphium laciniatum,0,e Climate Segment f Climate Segment
525,0, Sisyrinchium albidum,0,e Climate Segment f Climate Segment
526,0.1539, Smallanthus uvedalius,0.208315835,e Climate Segment f Climate Segment
527,0.815, Smilax bona-nox,0.836447368,e Climate Segment f Climate Segment
528,0.0056, Smilax glauca,0.009626446,e Climate Segment f Climate Segment
529,0.3763, Smilax pulverulenta,0.43913271,e Climate Segment f Climate Segment
530,0.4085, Smilax rotundifolia,0.458460432,e Climate Segment f Climate Segment
531,0.0476, Solidago bicolor,0.071207656,e Climate Segment f Climate Segment
532,0.4859, Solidago erecta,0.53474709,e Climate Segment f Climate Segment
533,0, Solidago ohioensis,0,e Climate Segment f Climate Segment
534,0, Solidago patula,0,e Climate Segment f Climate Segment
535,0, Solidago riddellii,0,e Climate Segment f Climate Segment
536,0, Solidago rigida,0,e Climate Segment f Climate Segment
537,0, Solidago rigidiuscula,0,e Climate Segment f Climate Segment
538,0, Solidago rugosa,0,e Climate Segment f Climate Segment
539,0, Solidago speciosa,0,e Climate Segment f Climate Segment
540,0.112, Solidago sphacelata,0.155306667,e Climate Segment f Climate Segment
541,0, Solidago uliginosa,0,e Climate Segment f Climate Segment
542,0, Sonchus arvensis,0,e Climate Segment f Climate Segment
543,0.3648, Sorghum bicolor,0.428691525,e Climate Segment f Climate Segment
544,0, Sparganium emersum,0,e Climate Segment f Climate Segment
545,0, Sparganium eurycarpum,0,e Climate Segment f Climate Segment
546,0, Spartina pectinata,0,e Climate Segment f Climate Segment
547,0.174, Spermacoce glabra,0.227146444,e Climate Segment f Climate Segment
548,0, Spiraea alba,0,e Climate Segment f Climate Segment
549,0, Spiraea tomentosa,0,e Climate Segment f Climate Segment
550,0, Sporobolus cryptandrus,0,e Climate Segment f Climate Segment
551,0, Sporobolus heterolepis,0,e Climate Segment f Climate Segment
552,0, Stachys hyssopifolia,0,e Climate Segment f Climate Segment
553,0.4767, Stellaria corei,0.528349556,e Climate Segment f Climate Segment
554,0, Stellaria pubera,0,e Climate Segment f Climate Segment
555,0.0614, Strophostyles umbellata,0.089517757,e Climate Segment f Climate Segment
556,0, Stuckenia pectinata,0,e Climate Segment f Climate Segment
557,0.1686, Stylosanthes biflora,0.223843404,e Climate Segment f Climate Segment
558,0.6226, Symphoricarpos orbiculatus,0.664106667,e Climate Segment f Climate Segment
559,2.00E-04, Symphyotrichum boreale,0.000386378,e Climate Segment f Climate Segment
560,0, Symphyotrichum dumosum,0,e Climate Segment f Climate Segment
561,0, Symphyotrichum ericoides,0,e Climate Segment f Climate Segment
562,0, Symphyotrichum firmum,0,e Climate Segment f Climate Segment
563,0, Symphyotrichum laeve,0,e Climate Segment f Climate Segment
564,0, Symphyotrichum oolentangiense,0,e Climate Segment f Climate Segment
565,0.0709, Symphyotrichum patens,0.101704828,e Climate Segment f Climate Segment
566,0.0477, Symphyotrichum prenanthoides,0.071207656,e Climate Segment f Climate Segment
567,0.1936, Symphyotrichum racemosum,0.24857284,e Climate Segment f Climate Segment
568,0.0095, Symphyotrichum shortii,0.015808,e Climate Segment f Climate Segment
569,0.6722, Symphyotrichum undulatum,0.710936949,e Climate Segment f Climate Segment
570,0.815, Taxodium distichum,0.836447368,e Climate Segment f Climate Segment
571,0, Tephrosia virginiana,0,e Climate Segment f Climate Segment
572,0.2637, Thalictrum pubescens,0.324553846,e Climate Segment f Climate Segment
573,0.3933, Thyrsanthella difformis,0.444713043,e Climate Segment f Climate Segment
574,0.4859, Tipularia discolor,0.53474709,e Climate Segment f Climate Segment
575,2.00E-04, Torreyochloa pallida,0.000386378,e Climate Segment f Climate Segment
576,0, Tradescantia ohiensis,0,e Climate Segment f Climate Segment
577,1.00E-04, Tradescantia subaspera,0.000203257,e Climate Segment f Climate Segment
578,0.0059, Tradescantia virginiana,0.010059016,e Climate Segment f Climate Segment
579,0.8352, Tragia cordata,0.850187276,e Climate Segment f Climate Segment
580,0, Triadenum fraseri,0,e Climate Segment f Climate Segment
581,0.4468, Triadenum tubulosum,0.496091103,e Climate Segment f Climate Segment
582,1.00E-04, Triantha glutinosa,0.000203257,e Climate Segment f Climate Segment
583,0.3735, Tridens flavus,0.437268293,e Climate Segment f Climate Segment
584,0.5117, Trifolium reflexum,0.558218182,e Climate Segment f Climate Segment
585,0, Triglochin maritima,0,e Climate Segment f Climate Segment
586,0, Trillium sessile,0,e Climate Segment f Climate Segment
587,0.0091, Triosteum angustifolium,0.015223592,e Climate Segment f Climate Segment
588,0.3933, Tripsacum dactyloides,0.444713043,e Climate Segment f Climate Segment
589,0.1273, Ulmus alata,0.175353642,e Climate Segment f Climate Segment
590,0, Utricularia gibba,0,e Climate Segment f Climate Segment
591,2.00E-04, Utricularia intermedia,0.000386378,e Climate Segment f Climate Segment
592,0, Utricularia macrorhiza,0,e Climate Segment f Climate Segment
593,0.1882, Uvularia sessilifolia,0.243644813,e Climate Segment f Climate Segment
594,0, Vaccinium angustifolium,0,e Climate Segment f Climate Segment
595,0.158, Vaccinium arboreum,0.211570815,e Climate Segment f Climate Segment
596,0, Vaccinium corymbosum,0,e Climate Segment f Climate Segment
597,0, Vaccinium macrocarpon,0,e Climate Segment f Climate Segment
598,0.2704, Vaccinium stamineum,0.330842353,e Climate Segment f Climate Segment
599,0, Valeriana pauciflora,0,e Climate Segment f Climate Segment
600,0, Vallisneria americana,0,e Climate Segment f Climate Segment
601,0.0015, Verbesina helianthoides,0.002705202,e Climate Segment f Climate Segment
602,0, Vernonia gigantea,0,e Climate Segment f Climate Segment
603,0, Vernonia missurica,0,e Climate Segment f Climate Segment
604,0, Veronica scutellata,0,e Climate Segment f Climate Segment
605,0, Veronicastrum virginicum,0,e Climate Segment f Climate Segment
606,0.0332, Viburnum dentatum,0.051279208,e Climate Segment f Climate Segment
607,0, Viburnum lentago,0,e Climate Segment f Climate Segment
608,0, Viburnum rafinesquianum,0,e Climate Segment f Climate Segment
609,0.0706, Viburnum rufidulum,0.101704828,e Climate Segment f Climate Segment
610,0, Vicia americana,0,e Climate Segment f Climate Segment
611,2.00E-04, Vicia caroliniana,0.000386378,e Climate Segment f Climate Segment
612,0.0016, Viola canadensis,0.002877233,e Climate Segment f Climate Segment
613,0, Viola labradorica,0,e Climate Segment f Climate Segment
614,0, Viola lanceolata,0,e Climate Segment f Climate Segment
615,3.00E-04, Viola palmata,0.000574233,e Climate Segment f Climate Segment
616,0, Viola pedata,0,e Climate Segment f Climate Segment
617,0, Viola sagittata,0,e Climate Segment f Climate Segment
618,0.0484, Vitis aestivalis,0.072080191,e Climate Segment f Climate Segment
619,0.0044, Vitis labrusca,0.007647911,e Climate Segment f Climate Segment
620,0.815, Vitis palmata,0.836447368,e Climate Segment f Climate Segment
621,0.002, Vulpia octoflora,0.003575931,e Climate Segment f Climate Segment
622,0, Woodwardia virginica,0,e Climate Segment f Climate Segment
623,0, Zizania aquatica,0,e Climate Segment f Climate Segment
624,0, Zizania palustris,0,e Climate Segment f Climate Segment
