,pvalues,speciesName,padj,model
405,0, Penstemon deamii,0,a Climate Segment a Climate Segment
406,0, Penstemon hirsutus,0,a Climate Segment a Climate Segment
407,2.00E-04, Persicaria amphibia,0.000364912,a Climate Segment a Climate Segment
408,0, Phacelia bipinnatifida,0,a Climate Segment a Climate Segment
409,0, Phaseolus polystachios,0,a Climate Segment a Climate Segment
410,0, Phlox amplifolia,0,a Climate Segment a Climate Segment
411,0, Phlox glaberrima,0,a Climate Segment a Climate Segment
412,0, Phlox pilosa,0,a Climate Segment a Climate Segment
413,0, Phoradendron leucarpum,0,a Climate Segment a Climate Segment
414,0.5285, Phragmites australis,0.612981413,a Climate Segment a Climate Segment
415,0, Phyllanthus caroliniensis,0,a Climate Segment a Climate Segment
416,0.0139, Physalis virginiana,0.022705759,a Climate Segment a Climate Segment
417,0, Planodes virginicum,0,a Climate Segment a Climate Segment
418,0, Plantago elongata,0,a Climate Segment a Climate Segment
419,0, Plantago virginica,0,a Climate Segment a Climate Segment
420,0.8407, Platanthera ciliaris,0.877252174,a Climate Segment a Climate Segment
421,0, Platanthera peramoena,0,a Climate Segment a Climate Segment
422,0, Pluchea camphorata,0,a Climate Segment a Climate Segment
423,0, Poa autumnalis,0,a Climate Segment a Climate Segment
424,0, Poa chapmaniana,0,a Climate Segment a Climate Segment
425,0.8407, Poa palustris,0.877252174,a Climate Segment a Climate Segment
426,0.5516, Poa saltuensis,0.622420253,a Climate Segment a Climate Segment
427,0.5485, Pogonia ophioglossoides,0.622420253,a Climate Segment a Climate Segment
428,0, Polygala ambigua,0,a Climate Segment a Climate Segment
429,0.6686, Polygala cruciata,0.737374648,a Climate Segment a Climate Segment
430,0.4777, Polygala polygama,0.576566344,a Climate Segment a Climate Segment
431,0.0259, Polygala verticillata,0.040303242,a Climate Segment a Climate Segment
432,0.0186, Polygonum tenue,0.029235264,a Climate Segment a Climate Segment
433,0.2657, Pontederia cordata,0.352759149,a Climate Segment a Climate Segment
434,0.0832, Populus tremuloides,0.1248,a Climate Segment a Climate Segment
435,0, Potamogeton diversifolius,0,a Climate Segment a Climate Segment
436,0.3085, Potamogeton illinoensis,0.398559006,a Climate Segment a Climate Segment
437,0.8044, Potamogeton natans,0.856562457,a Climate Segment a Climate Segment
438,0.5516, Potamogeton zosteriformis,0.622420253,a Climate Segment a Climate Segment
439,0.0417, Proserpinaca palustris,0.063776471,a Climate Segment a Climate Segment
440,0.9214, Prunus pensylvanica,0.925851208,a Climate Segment a Climate Segment
441,0.2511, Prunus pumila,0.339148052,a Climate Segment a Climate Segment
442,0, Prunus virginiana,0,a Climate Segment a Climate Segment
443,0.0208, Pteridium aquilinum,0.032448,a Climate Segment a Climate Segment
444,0, Pycnanthemum loomisii,0,a Climate Segment a Climate Segment
445,0, Pycnanthemum pycnanthemoides,0,a Climate Segment a Climate Segment
446,0, Pycnanthemum tenuifolium,0,a Climate Segment a Climate Segment
447,0.8823, Pyrola elliptica,0.905518421,a Climate Segment a Climate Segment
448,0, Pyrrhopappus carolinianus,0,a Climate Segment a Climate Segment
449,0.0605, Quercus coccinea,0.091631068,a Climate Segment a Climate Segment
450,0.3286, Quercus ellipsoidalis,0.417609776,a Climate Segment a Climate Segment
451,0, Quercus falcata,0,a Climate Segment a Climate Segment
452,0, Quercus lyrata,0,a Climate Segment a Climate Segment
453,0, Quercus marilandica,0,a Climate Segment a Climate Segment
454,0, Quercus michauxii,0,a Climate Segment a Climate Segment
455,0, Quercus montana,0,a Climate Segment a Climate Segment
456,0, Quercus pagoda,0,a Climate Segment a Climate Segment
457,0, Quercus palustris,0,a Climate Segment a Climate Segment
458,0, Quercus shumardii,0,a Climate Segment a Climate Segment
459,0, Quercus stellata,0,a Climate Segment a Climate Segment
460,0.6037, Ranunculus fascicularis,0.676317415,a Climate Segment a Climate Segment
461,0, Ranunculus micranthus,0,a Climate Segment a Climate Segment
462,0.4416, Ranunculus pensylvanicus,0.540310588,a Climate Segment a Climate Segment
463,0, Ranunculus pusillus,0,a Climate Segment a Climate Segment
464,0.0037, Ranunculus sceleratus,0.006449162,a Climate Segment a Climate Segment
465,0.6686, Rhamnus alnifolia,0.737374648,a Climate Segment a Climate Segment
466,0, Rhus copallinum,0,a Climate Segment a Climate Segment
467,0.1189, Rhus typhina,0.17472,a Climate Segment a Climate Segment
468,0.972, Rhynchospora alba,0.972,a Climate Segment a Climate Segment
469,0.3832, Rhynchospora capillacea,0.4782336,a Climate Segment a Climate Segment
470,0.6037, Rhynchospora capitellata,0.676317415,a Climate Segment a Climate Segment
471,0, Rhynchospora corniculata,0,a Climate Segment a Climate Segment
472,0.9214, Rhynchospora scirpoides,0.925851208,a Climate Segment a Climate Segment
473,4.00E-04, Ribes americanum,0.000719308,a Climate Segment a Climate Segment
474,0.6686, Ribes hirtellum,0.737374648,a Climate Segment a Climate Segment
475,0, Rorippa sessiliflora,0,a Climate Segment a Climate Segment
476,0, Rotala ramosior,0,a Climate Segment a Climate Segment
477,0, Rubus aboriginum,0,a Climate Segment a Climate Segment
478,0, Rubus argutus,0,a Climate Segment a Climate Segment
479,0, Rubus flagellaris,0,a Climate Segment a Climate Segment
480,0.4669, Rubus hispidus,0.567925146,a Climate Segment a Climate Segment
481,0.2575, Rubus idaeus,0.344806867,a Climate Segment a Climate Segment
482,0, Rubus laudatus,0,a Climate Segment a Climate Segment
483,0.5283, Rubus pubescens,0.612981413,a Climate Segment a Climate Segment
484,0, Rudbeckia triloba,0,a Climate Segment a Climate Segment
485,0, Ruellia caroliniensis,0,a Climate Segment a Climate Segment
486,0, Ruellia strepens,0,a Climate Segment a Climate Segment
487,0.1356, Rumex britannica,0.196321114,a Climate Segment a Climate Segment
488,0, Rumex triangulivalvis,0,a Climate Segment a Climate Segment
489,0, Saccharum alopecuroides,0,a Climate Segment a Climate Segment
490,0, Sagina decumbens,0,a Climate Segment a Climate Segment
491,0.5516, Sagittaria cuneata,0.622420253,a Climate Segment a Climate Segment
492,0.0079, Sagittaria graminea,0.013468852,a Climate Segment a Climate Segment
493,0, Sagittaria latifolia,0,a Climate Segment a Climate Segment
494,0, Sagittaria montevidensis,0,a Climate Segment a Climate Segment
495,0.5516, Sagittaria rigida,0.622420253,a Climate Segment a Climate Segment
496,0.1692, Salix amygdaloides,0.237147982,a Climate Segment a Climate Segment
497,0.3051, Salix bebbiana,0.394984232,a Climate Segment a Climate Segment
498,0.6037, Salix candida,0.676317415,a Climate Segment a Climate Segment
499,0, Salix caroliniana,0,a Climate Segment a Climate Segment
500,0.0679, Salix lucida,0.102589831,a Climate Segment a Climate Segment
501,0.8166, Salix pedicellaris,0.865124618,a Climate Segment a Climate Segment
502,0.1205, Salix petiolaris,0.176093677,a Climate Segment a Climate Segment
503,0, Salvia lyrata,0,a Climate Segment a Climate Segment
504,0.6686, Sambucus racemosa,0.737374648,a Climate Segment a Climate Segment
505,0, Samolus parviflorus,0,a Climate Segment a Climate Segment
506,0.1455, Sanicula marilandica,0.20681549,a Climate Segment a Climate Segment
507,0.5179, Sarracenia purpurea,0.610628571,a Climate Segment a Climate Segment
508,0.8823, Schoenoplectiella smithii,0.905518421,a Climate Segment a Climate Segment
509,0.4212, Schoenoplectus acutus,0.517379528,a Climate Segment a Climate Segment
510,0.0131, Schoenoplectus pungens,0.021625397,a Climate Segment a Climate Segment
511,0, Scirpus georgianus,0,a Climate Segment a Climate Segment
512,0, Scleria oligantha,0,a Climate Segment a Climate Segment
513,0.9283, Scleria verticillata,0.931284887,a Climate Segment a Climate Segment
514,0.2754, Scrophularia lanceolata,0.361449057,a Climate Segment a Climate Segment
515,0, Scutellaria elliptica,0,a Climate Segment a Climate Segment
516,0.1375, Scutellaria galericulata,0.197504587,a Climate Segment a Climate Segment
517,0, Scutellaria incana,0,a Climate Segment a Climate Segment
518,0, Scutellaria nervosa,0,a Climate Segment a Climate Segment
519,0, Sedum ternatum,0,a Climate Segment a Climate Segment
520,0, Senna marilandica,0,a Climate Segment a Climate Segment
521,0, Sericocarpus linifolius,0,a Climate Segment a Climate Segment
522,0, Silene virginica,0,a Climate Segment a Climate Segment
523,0, Silphium asteriscus,0,a Climate Segment a Climate Segment
524,0.3357, Silphium laciniatum,0.425765854,a Climate Segment a Climate Segment
525,0, Sisyrinchium albidum,0,a Climate Segment a Climate Segment
526,0, Smallanthus uvedalius,0,a Climate Segment a Climate Segment
527,0, Smilax bona-nox,0,a Climate Segment a Climate Segment
528,0, Smilax glauca,0,a Climate Segment a Climate Segment
529,0, Smilax pulverulenta,0,a Climate Segment a Climate Segment
530,0, Smilax rotundifolia,0,a Climate Segment a Climate Segment
531,0, Solidago bicolor,0,a Climate Segment a Climate Segment
532,0, Solidago erecta,0,a Climate Segment a Climate Segment
533,0.2106, Solidago ohioensis,0.288822857,a Climate Segment a Climate Segment
534,0.0045, Solidago patula,0.007778393,a Climate Segment a Climate Segment
535,0.0977, Solidago riddellii,0.145154286,a Climate Segment a Climate Segment
536,0.0037, Solidago rigida,0.006449162,a Climate Segment a Climate Segment
537,0.8044, Solidago rigidiuscula,0.856562457,a Climate Segment a Climate Segment
538,0.3441, Solidago rugosa,0.4349167,a Climate Segment a Climate Segment
539,0.5332, Solidago speciosa,0.616142222,a Climate Segment a Climate Segment
540,0, Solidago sphacelata,0,a Climate Segment a Climate Segment
541,0.312, Solidago uliginosa,0.402247934,a Climate Segment a Climate Segment
542,0.0161, Sonchus arvensis,0.025826221,a Climate Segment a Climate Segment
543,0, Sorghum bicolor,0,a Climate Segment a Climate Segment
544,0.1783, Sparganium emersum,0.247793318,a Climate Segment a Climate Segment
545,0.036, Sparganium eurycarpum,0.055466667,a Climate Segment a Climate Segment
546,2.00E-04, Spartina pectinata,0.000364912,a Climate Segment a Climate Segment
547,0, Spermacoce glabra,0,a Climate Segment a Climate Segment
548,0, Spiraea alba,0,a Climate Segment a Climate Segment
549,0.2547, Spiraea tomentosa,0.343267387,a Climate Segment a Climate Segment
550,0.8407, Sporobolus cryptandrus,0.877252174,a Climate Segment a Climate Segment
551,0.8407, Sporobolus heterolepis,0.877252174,a Climate Segment a Climate Segment
552,0.6712, Stachys hyssopifolia,0.737374648,a Climate Segment a Climate Segment
553,0, Stellaria corei,0,a Climate Segment a Climate Segment
554,0, Stellaria pubera,0,a Climate Segment a Climate Segment
555,0, Strophostyles umbellata,0,a Climate Segment a Climate Segment
556,0.4851, Stuckenia pectinata,0.584367568,a Climate Segment a Climate Segment
557,0, Stylosanthes biflora,0,a Climate Segment a Climate Segment
558,0, Symphoricarpos orbiculatus,0,a Climate Segment a Climate Segment
559,0.9214, Symphyotrichum boreale,0.925851208,a Climate Segment a Climate Segment
560,0.138, Symphyotrichum dumosum,0.197504587,a Climate Segment a Climate Segment
561,0.7964, Symphyotrichum ericoides,0.856562457,a Climate Segment a Climate Segment
562,0.2735, Symphyotrichum firmum,0.361449057,a Climate Segment a Climate Segment
563,0, Symphyotrichum laeve,0,a Climate Segment a Climate Segment
564,0.4368, Symphyotrichum oolentangiense,0.535487623,a Climate Segment a Climate Segment
565,0, Symphyotrichum patens,0,a Climate Segment a Climate Segment
566,0, Symphyotrichum prenanthoides,0,a Climate Segment a Climate Segment
567,0, Symphyotrichum racemosum,0,a Climate Segment a Climate Segment
568,0, Symphyotrichum shortii,0,a Climate Segment a Climate Segment
569,0, Symphyotrichum undulatum,0,a Climate Segment a Climate Segment
570,0, Taxodium distichum,0,a Climate Segment a Climate Segment
571,0, Tephrosia virginiana,0,a Climate Segment a Climate Segment
572,0, Thalictrum pubescens,0,a Climate Segment a Climate Segment
573,0, Thyrsanthella difformis,0,a Climate Segment a Climate Segment
574,0, Tipularia discolor,0,a Climate Segment a Climate Segment
575,0.9214, Torreyochloa pallida,0.925851208,a Climate Segment a Climate Segment
576,1.00E-04, Tradescantia ohiensis,0.000184615,a Climate Segment a Climate Segment
577,0, Tradescantia subaspera,0,a Climate Segment a Climate Segment
578,0, Tradescantia virginiana,0,a Climate Segment a Climate Segment
579,0, Tragia cordata,0,a Climate Segment a Climate Segment
580,0.2763, Triadenum fraseri,0.361449057,a Climate Segment a Climate Segment
581,0, Triadenum tubulosum,0,a Climate Segment a Climate Segment
582,0.8823, Triantha glutinosa,0.905518421,a Climate Segment a Climate Segment
583,0, Tridens flavus,0,a Climate Segment a Climate Segment
584,0, Trifolium reflexum,0,a Climate Segment a Climate Segment
585,0.8044, Triglochin maritima,0.856562457,a Climate Segment a Climate Segment
586,0, Trillium sessile,0,a Climate Segment a Climate Segment
587,0, Triosteum angustifolium,0,a Climate Segment a Climate Segment
588,0, Tripsacum dactyloides,0,a Climate Segment a Climate Segment
589,0, Ulmus alata,0,a Climate Segment a Climate Segment
590,0.1377, Utricularia gibba,0.197504587,a Climate Segment a Climate Segment
591,0.9214, Utricularia intermedia,0.925851208,a Climate Segment a Climate Segment
592,0.2763, Utricularia macrorhiza,0.361449057,a Climate Segment a Climate Segment
593,0, Uvularia sessilifolia,0,a Climate Segment a Climate Segment
594,0.3901, Vaccinium angustifolium,0.481195257,a Climate Segment a Climate Segment
595,0, Vaccinium arboreum,0,a Climate Segment a Climate Segment
596,0.2441, Vaccinium corymbosum,0.331848366,a Climate Segment a Climate Segment
597,0.8153, Vaccinium macrocarpon,0.865124618,a Climate Segment a Climate Segment
598,0, Vaccinium stamineum,0,a Climate Segment a Climate Segment
599,0, Valeriana pauciflora,0,a Climate Segment a Climate Segment
600,0.5464, Vallisneria americana,0.622420253,a Climate Segment a Climate Segment
601,0, Verbesina helianthoides,0,a Climate Segment a Climate Segment
602,0, Vernonia gigantea,0,a Climate Segment a Climate Segment
603,0.3455, Vernonia missurica,0.4349167,a Climate Segment a Climate Segment
604,0.3264, Veronica scutellata,0.417609776,a Climate Segment a Climate Segment
605,0, Veronicastrum virginicum,0,a Climate Segment a Climate Segment
606,0, Viburnum dentatum,0,a Climate Segment a Climate Segment
607,0.0125, Viburnum lentago,0.020855615,a Climate Segment a Climate Segment
608,0.0362, Viburnum rafinesquianum,0.055637438,a Climate Segment a Climate Segment
609,0, Viburnum rufidulum,0,a Climate Segment a Climate Segment
610,0.6712, Vicia americana,0.737374648,a Climate Segment a Climate Segment
611,0.012, Vicia caroliniana,0.020075067,a Climate Segment a Climate Segment
612,0.086, Viola canadensis,0.128690647,a Climate Segment a Climate Segment
613,0.2575, Viola labradorica,0.344806867,a Climate Segment a Climate Segment
614,0.0165, Viola lanceolata,0.026332481,a Climate Segment a Climate Segment
615,0, Viola palmata,0,a Climate Segment a Climate Segment
616,3.00E-04, Viola pedata,0.000544186,a Climate Segment a Climate Segment
617,0.2116, Viola sagittata,0.289557895,a Climate Segment a Climate Segment
618,0, Vitis aestivalis,0,a Climate Segment a Climate Segment
619,0.0182, Vitis labrusca,0.028751392,a Climate Segment a Climate Segment
620,0, Vitis palmata,0,a Climate Segment a Climate Segment
621,0, Vulpia octoflora,0,a Climate Segment a Climate Segment
622,0.1894, Woodwardia virginica,0.261472566,a Climate Segment a Climate Segment
623,0.5105, Zizania aquatica,0.607923664,a Climate Segment a Climate Segment
624,0.8044, Zizania palustris,0.856562457,a Climate Segment a Climate Segment
