<<<<<<< HEAD
pvalues1,speciesName,padj
0.0629, Euthamia caroliniana,0.142573333
0.5954, Euthamia graminifolia,0.718387684
0.0041, Euthamia gymnospermoides,0.017384
0.012, Eutrochium fistulosum,0.036527027
5.00E-04, Eutrochium maculatum,0.00336194
0.8258, Eutrochium purpureum,0.918575062
0.9072, Fagus grandifolia,0.978641068
0.9323, Fallopia scandens,0.99291052
0.3962, Festuca paradoxa,0.540463588
0.3216, Festuca rubra,0.468112439
1, Festuca saximontana,1
0.9493, Festuca subverticillata,1
0.1901, Filipendula rubra,0.320749251
0.039, Fimbristylis autumnalis,0.095486413
0.4381, Fimbristylis puberula,0.582296979
0.006, Fleischmannia incarnata,0.021916216
0.0043, Floerkea proserpinacoides,0.01802
0, Forestiera acuminata,0
0.6748, Fragaria vesca,0.790116699
0.0232, Fragaria virginiana,0.062678261
1, Frangula alnus,1
0.0049, Frangula caroliniana,0.019578271
0.0555, Frasera caroliniensis,0.128383825
0.9609, Fraxinus americana,1
7.00E-04, Fraxinus biltmoreana,0.004379861
0.4863, Fraxinus nigra,0.6308946
0.8107, Fraxinus pennsylvanica,0.908508333
0.0819, Fraxinus profunda,0.16059173
0.9237, Fraxinus quadrangulata,0.985498757
0.5648, Fraxinus smallii,0.702518841
1, Froelichia floridana,1
0.3216, Fuirena pumila,0.468112439
0.0167, Galactia volubilis,0.048537742
0.6969, Galearis spectabilis,0.810202452
0.4308, Galinsoga parviflora,0.575038222
0.605, Galium aparine,0.727777036
0.0577, Galium asprellum,0.13296087
0, Galium boreale,0
0.825, Galium circaezans,0.918252007
0.6803, Galium concinnum,0.795522777
1.00E-04, Galium labradoricum,0.000984699
0.0558, Galium lanceolatum,0.128912308
0.9838, Galium obtusum,1
2.00E-04, Galium pilosum,0.001668519
0.4414, Galium tinctorium,0.585716348
0.0816, Galium trifidum,0.160177778
0.6327, Galium triflorum,0.751070751
0.0124, Gamochaeta purpurea,0.037428476
0.0154, Gaultheria procumbens,0.045344444
6.00E-04, Gaylussacia baccata,0.003861429
0.006, Gentiana alba,0.021916216
0.0309, Gentiana andrewsii,0.079318803
0.222, Gentiana puberulenta,0.362687217
0.0065, Gentiana saponaria,0.022481766
0.0775, Gentiana villosa,0.157575771
0.8222, Gentianella quinquefolia,0.917260321
0.0059, Gentianopsis crinita,0.021916216
0.0095, Gentianopsis virgata,0.030569643
0.0701, Geranium bicknellii,0.150740095
1.00E-04, Geranium carolinianum,0.000984699
0.9847, Geranium maculatum,1
0.3216, Geranium robertianum,0.468112439
0.0031, Geum aleppicum,0.013759113
0.8655, Geum canadense,0.949836175
0.0371, Geum fragarioides,0.091832692
0.0025, Geum laciniatum,0.011521739
0.3216, Geum rivale,0.468112439
0.1167, Geum vernum,0.213712805
0.1869, Geum virginianum,0.316407512
0, Gillenia stipulata,0
0.079, Gleditsia aquatica,0.157575771
0.0999, Gleditsia triacanthos,0.18830523
0.0775, Glyceria acutiflora,0.157575771
1, Glyceria borealis,1
0.0451, Glyceria canadensis,0.10850494
0.5742, Glyceria grandis,0.70580382
0.0054, Glyceria septentrionalis,0.020926452
0.9554, Glyceria striata,1
1.00E-04, Gonolobus suberosus,0.000984699
0.8385, Goodyera pubescens,0.929260148
0.3979, Gratiola neglecta,0.541961027
0.0322, Gratiola virginiana,0.081724507
0.5572, Gymnocladus dioicus,0.697181553
0.231, Gymnopogon ambiguus,0.371
0.9027, Hackelia virginiana,0.978641068
0.4364, Hamamelis virginiana,0.581221582
0.01, Hasteola suaveolens,0.031542808
0.0057, Hedeoma hispida,0.021916216
0.3496, Hedeoma pulegioides,0.497898578
0.079, Helenium amarum,0.157575771
0.6496, Helenium autumnale,0.768600919
1.00E-04, Helenium flexuosum,0.000984699
0.1063, Helianthus angustifolius,0.198089555
0.2213, Helianthus decapetalus,0.361871688
0.3371, Helianthus divaricatus,0.485187061
1.00E-04, Helianthus giganteus,0.000984699
0.942, Helianthus grosseserratus,0.998877275
0.3423, Helianthus hirsutus,0.489932168
1, Helianthus maximiliani,1
0.0012, Helianthus microcephalus,0.006532931
0.0142, Helianthus mollis,0.042225083
0, Helianthus occidentalis,0
0.3614, Helianthus pauciflorus,0.51092
0.0794, Helianthus petiolaris,0.157575771
0.0069, Helianthus strumosus,0.023683429
0.4614, Helianthus tuberosus,0.605566497
0.9404, Heliopsis helianthoides,0.998422615
0.002, Heracleum maximum,0.009610667
1, Hesperostipa comata,1
0, Hesperostipa spartea,0
0.0098, Heteranthera dubia,0.031478788
2.00E-04, Heteranthera reniformis,0.001668519
0.0928, Heterotheca camporum,0.177145763
0.088, Heuchera americana,0.169237994
0.079, Heuchera parviflora,0.157575771
0, Heuchera richardsonii,0
0.0049, Heuchera villosa,0.019578271
0.0775, Hexalectris spicata,0.157575771
0.151, Hibiscus laevis,0.264433431
0.003, Hibiscus moscheutos,0.013447761
0.0708, Hieracium gronovii,0.152063886
0.0701, Hieracium longipilum,0.150740095
0.2269, Hieracium paniculatum,0.368686925
0.4099, Hieracium scabrum,0.55328824
0, Hieracium umbellatum,0
0.3962, Hieracium venosum,0.540463588
0.1042, Homalosorus pycnocarpos,0.194982762
0.0013, Hordeum jubatum,0.006972024
2.00E-04, Hordeum pusillum,0.001668519
0.0775, Hottonia inflata,0.157575771
0.005, Houstonia caerulea,0.019845815
0.5624, Houstonia canadensis,0.701345882
0.1363, Houstonia longifolia,0.242700198
0, Houstonia purpurea,0
0.3216, Hudsonia tomentosa,0.468112439
0.447, Humulus lupulus,0.591669897
0.1223, Huperzia lucidula,0.221938167
0.3723, Huperzia porophila,0.522089183
0.0041, Hybanthus concolor,0.017384
0.022, Hydrangea arborescens,0.059794872
0.0485, Hydrangea cinerea,0.115604497
0.7855, Hydrastis canadensis,0.88911495
1, Hydrocotyle americana,1
0.0017, Hydrocotyle umbellata,0.008533148
0.7125, Hydrophyllum appendiculatum,0.826206564
0.944, Hydrophyllum canadense,0.998877275
0.091, Hydrophyllum macrophyllum,0.174448936
0.0013, Hydrophyllum virginianum,0.006972024
0.3301, Hylodesmum glutinosum,0.477544462
0.4868, Hylodesmum nudiflorum,0.631088921
1.00E-04, Hylodesmum pauciflorum,0.000984699
0.0775, Hylotelephium telephioides,0.157575771
5.00E-04, Hymenocallis occidentalis,0.00336194
0.3216, Hymenopappus scabiosaeus,0.468112439
1, Hypericum adpressum,1
0.3693, Hypericum ascyron,0.52031165
0.0101, Hypericum boreale,0.031542808
0.3216, Hypericum canadense,0.468112439
0, Hypericum drummondii,0
0.0131, Hypericum gentianoides,0.039343667
0, Hypericum hypericoides,0
0.0063, Hypericum kalmianum,0.021916216
0, Hypericum majus,0
0.1611, Hypericum mutilum,0.279944262
0.0803, Hypericum prolificum,0.159011648
0.8136, Hypericum punctatum,0.91062559
0.1751, Hypericum sphaerocarpum,0.299648813
1, Hypericum swinkianum,1
0.0032, Hypericum virgatum,0.014133333
0.4076, Hypopitys monotropa,0.551144336
0.2428, Hypoxis hirsuta,0.383794386
0.0019, Ilex decidua,0.009303804
1.00E-04, Ilex mucronata,0.000984699
0.1009, Ilex verticillata,0.189793111
0.8054, Impatiens capensis,0.905384155
0.5498, Impatiens pallida,0.691374459
1.00E-04, Iodanthus pinnatifidus,0.000984699
0.0215, Ionactis linariifolia,0.059330781
0, Ipomoea lacunosa,0
0.1188, Ipomoea pandurata,0.216897264
0.0062, Iresine rhizomatosa,0.021916216
0.0026, Iris brevicaulis,0.011921628
0.0016, Iris cristata,0.008332948
0.8203, Iris virginica,0.915849195
0.0371, Isoetes engelmannii,0.091832692
0.0062, Isotrema tomentosa,0.021916216
0.3962, Isotria verticillata,0.540463588
0.0537, Iva annua,0.124700258
0.0028, Jeffersonia diphylla,0.012677387
0.8384, Juglans cinerea,0.929260148
0.2599, Juglans nigra,0.406544965
0.0398, Juncus acuminatus,0.09718103
0.0701, Juncus alpinoarticulatus,0.150740095
0.0025, Juncus anthelatus,0.011521739
1, Juncus articulatus,1
0.0701, Juncus balticus,0.150740095
0.0135, Juncus brachycarpus,0.040477537
0.0342, Juncus brachycephalus,0.086193566
0.121, Juncus bufonius,0.2200222
0.0018, Juncus canadensis,0.008910989
1.00E-04, Juncus diffusissimus,0.000984699
0.0495, Juncus dudleyi,0.117212878
0.1351, Juncus effusus,0.241998211
0.0701, Juncus greenei,0.150740095
0.0775, Juncus interior,0.157575771
1.00E-04, Juncus marginatus,0.000984699
0.1379, Juncus nodatus,0.245064892
0.0301, Juncus nodosus,0.077708023
0.0701, Juncus pelocarpus,0.150740095
1, Juncus scirpoides,1
0.7548, Juncus tenuis,0.862402028
0.0054, Juncus torreyi,0.020926452
0.0741, Juniperus communis,0.157575771
0.5424, Juniperus virginiana,0.685417111
0.3222, Justicia americana,0.468607264
0.0371, Kalmia latifolia,0.091832692
0, Koeleria macrantha,0
0.1726, Krigia biflora,0.296214476
2.00E-04, Krigia dandelion,0.001668519
0, Krigia virginica,0
0.1649, Kummerowia stipulacea,0.285720962
0.0136, Kyllinga pumila,0.040709635
0.5159, Lactuca biennis,0.662145157
0.9809, Lactuca canadensis,1
0.0046, Lactuca floridana,0.019055632
0.126, Lactuca hirsuta,0.227507014
1, Lactuca ludoviciana,1
0.3745, Laportea canadensis,0.524765941
3.00E-04, Larix laricina,0.002271429
0.0701, Lathyrus japonicus,0.150740095
0.0219, Lathyrus ochroleucus,0.059612991
0.002, Lathyrus palustris,0.009610667
0.0091, Lathyrus venosus,0.029760799
0.3962, Leavenworthia uniflora,0.540463588
0.0629, Lechea minor,0.142573333
0, Lechea mucronata,0
0, Lechea pulchella,0
0.079, Lechea racemulosa,0.157575771
0.0039, Lechea tenuifolia,0.016653555
0.0191, Leersia lenticularis,0.0531966
0.9557, Leersia oryzoides,1
0.7163, Leersia virginica,0.829545373
0.5742, Lemna minor,0.70580382
0.231, Lemna minuta,0.371
0.0917, Lemna perpusilla,0.175231601
0.0173, Lemna trisulca,0.049959295
0.5851, Lemna turionifera,0.710984129
0.3216, Lemna valdiviana,0.468112439
0.2905, Lepidium draba,0.444381154
0.0683, Lepidium virginicum,0.150740095
0, Lespedeza capitata,0
0.1243, Lespedeza frutescens,0.225069076
0.0022, Lespedeza hirta,0.010432632
0.0114, Lespedeza procumbens,0.034877419
0, Lespedeza repens,0
0.0775, Lespedeza stuevei,0.157575771
0.0017, Lespedeza violacea,0.008533148
0.0292, Lespedeza virginica,0.075601149
0.1357, Leucanthemum vulgare,0.24204906
0.0048, Leucospora multifida,0.019578271
0, Liatris aspera,0
0.0701, Liatris cylindracea,0.150740095
0.4381, Liatris pycnostachya,0.582296979
0.001, Liatris scariosa,0.005794212
8.00E-04, Liatris spicata,0.004920137
0.0167, Liatris squarrosa,0.048537742
9.00E-04, Liatris squarrulosa,0.00538804
0.0775, Ligusticum canadense,0.157575771
0.085, Lilium canadense,0.164345494
6.00E-04, Lilium michiganense,0.003861429
0.0017, Lilium philadelphicum,0.008533148
0.1016, Lilium superbum,0.190711667
0.8572, Lindera benzoin,0.944754985
0.4803, Lindernia dubia,0.624268926
0.3216, Linnaea borealis,0.468112439
0.3216, Linum intercursum,0.468112439
0.0052, Linum medium,0.020370435
0.0534, Linum striatum,0.124324031
0.2867, Linum sulcatum,0.439688
0.8972, Linum virginianum,0.975123281
0.1124, Liparis liliifolia,0.20746953
0.0562, Liparis loeselii,0.129670166
0.0369, Lipocarpha micrantha,0.091832692
0, Liquidambar styraciflua,0
0.3615, Liriodendron tulipifera,0.51092
0.0144, Lithospermum canescens,0.042678947
0, Lithospermum caroliniense,0
0.5867, Lithospermum incisum,0.710984129
0.3754, Lithospermum latifolium,0.525618337
0.3534, Lithospermum parviflorum,0.502229338
0.007, Lobelia cardinalis,0.023890152
0.0939, Lobelia inflata,0.178866596
2.00E-04, Lobelia kalmii,0.001668519
2.00E-04, Lobelia puberula,0.001668519
0.7611, Lobelia siphilitica,0.865847348
0.0085, Lobelia spicata,0.028104587
0.3216, Lonicera canadensis,0.468112439
0.0313, Lonicera dioica,0.080231294
0.5349, Lonicera reticulata,0.680232745
0.0521, Ludwigia alternifolia,0.122724444
0.0062, Ludwigia decurrens,0.021916216
0.0775, Ludwigia glandulosa,0.157575771
0.2613, Ludwigia palustris,0.408380399
0.231, Ludwigia peploides,0.371
0.0438, Ludwigia polycarpa,0.106371429
0.0047, Ludwigia sphaerocarpa,0.01933653
0, Lupinus perennis,0
0.5867, Luzula acuminata,0.710984129
0.0916, Luzula bulbosa,0.175226327
1.00E-04, Luzula echinata,0.000984699
0, Luzula multiflora,0
1, Lycopodiella inundata,1
1, Lycopodiella subappressa,1
0.6272, Lycopus americanus,0.745524011
0.3216, Lycopus amplectens,0.468112439
0.6599, Lycopus rubellus,0.776436162
2.00E-04, Lycopus uniflorus,0.001668519
1.00E-04, Lycopus virginicus,0.000984699
0.0014, Lysimachia arvensis,0.00742
0.0062, Lysimachia borealis,0.021916216
0.8384, Lysimachia ciliata,0.929260148
0.343, Lysimachia hybrida,0.490544444
0.1273, Lysimachia lanceolata,0.229624224
2.00E-04, Lysimachia minima,0.001668519
0.0309, Lysimachia quadriflora,0.079318803
2.00E-04, Lysimachia quadrifolia,0.001668519
0, Lysimachia terrestris,0
0.002, Lysimachia thyrsiflora,0.009610667
0.0086, Lythrum alatum,0.02838315
0.085, Magnolia acuminata,0.164345494
0.3962, Magnolia tripetala,0.540463588
1.00E-04, Maianthemum canadense,0.000984699
0.9616, Maianthemum racemosum,1
0.0011, Maianthemum stellatum,0.006080368
1, Malaxis unifolia,1
0.8188, Malus coronaria,0.914741228
0.1831, Malus ioensis,0.311858412
2.00E-04, Manfreda virginica,0.001668519
0.0146, Matelea obliqua,0.043129836
0.5742, Matteuccia struthiopteris,0.70580382
0.3071, Medeola virginiana,0.465579815
0.3296, Medicago sativa,0.477443087
0.0063, Melampyrum lineare,0.021916216
0.0062, Melica mutica,0.021916216
0.2724, Melica nitens,0.423524418
0.0062, Melothria pendula,0.021916216
0.0735, Menispermum canadense,0.157300475
0.005, Mentha canadensis,0.019845815
0.8639, Mentha longifolia,0.949097258
0.001, Menyanthes trifoliata,0.005794212
0.0443, Mertensia virginica,0.107008847
4.00E-04, Micranthes pensylvanica,0.002894779
0.0049, Micranthes virginiensis,0.019578271
0.0775, Microthlaspi perfoliatum,0.157575771
1, Mikania scandens,1
0.2427, Milium effusum,0.383794386
2.00E-04, Mimulus alatus,0.001668519
0.3542, Mimulus ringens,0.502969582
0.0794, Minuartia michauxii,0.157575771
0.2362, Minuartia patula,0.376999469
0.7908, Mirabilis jalapa,0.892870677
0.1992, Mitchella repens,0.331142435
0.0624, Mitella diphylla,0.142203283
0.0652, Moehringia lateriflora,0.147046809
0.079, Monarda bradburiana,0.157575771
9.00E-04, Monarda clinopodia,0.00538804
0.167, Monarda fistulosa,0.288804223
1.00E-04, Monarda punctata,0.000984699
0.1865, Monotropa uniflora,0.316155221
0.0033, Morus rubra,0.014503902
4.00E-04, Muhlenbergia bushii,0.002894779
0.0775, Muhlenbergia capillaris,0.157575771
0.5867, Muhlenbergia cuspidata,0.710984129
0.5576, Muhlenbergia frondosa,0.697181553
0.0251, Muhlenbergia glabrifloris,0.066976991
2.00E-04, Muhlenbergia glomerata,0.001668519
4.00E-04, Muhlenbergia mexicana,0.002894779
0.7385, Muhlenbergia schreberi,0.848087771
0.0014, Muhlenbergia sobolifera,0.00742
0.4122, Muhlenbergia sylvatica,0.555560509
0.4044, Muhlenbergia tenuiflora,0.548741566
1, Myosotis laxa,1
0.0167, Myosotis macrosperma,0.048537742
0.0326, Myosotis verna,0.082623347
0.037, Myosurus minimus,0.091832692
0.0219, Myriophyllum heterophyllum,0.059612991
1, Myriophyllum pinnatum,1
0.0314, Myriophyllum sibiricum,0.080259291
0.0534, Myriopteris lanosa,0.124324031
0.0064, Nabalus albus,0.022221195
0.6151, Nabalus altissimus,0.737334309
0.0017, Nabalus asper,0.008533148
0.4658, Nabalus crepidineus,0.609565432
6.00E-04, Nabalus racemosus,0.003861429
1, Nabalus trifoliolatus,1
3.00E-04, Najas flexilis,0.002271429
0.0316, Najas guadalupensis,0.080542008
0.1604, Napaea dioica,0.279536557
0.8912, Nasturtium officinale,0.970357946
0.8639, Nelumbo lutea,0.949097258
0.0534, Nothoscordum bivalve,0.124324031
0.5239, Nuphar advena,0.669077108
0.2427, Nuphar variegata,0.383794386
0, Nuttallanthus canadensis,0
1.00E-04, Nymphaea odorata,0.000984699
0.0191, Nyssa sylvatica,0.0531966
1.00E-04, Obolaria virginica,0.000984699
0.1687, Oenothera biennis,0.290523018
0, Oenothera clelandii,0
0.6272, Oenothera filiformis,0.745524011
0.231, Oenothera filipes,0.371
0, Oenothera fruticosa,0
0.4631, Oenothera gaura,0.6069136
0.008, Oenothera laciniata,0.026795539
0.3981, Oenothera nutans,0.541961027
0.1138, Oenothera parviflora,0.208826477
0.1063, Oenothera perennis,0.198089555
0.2199, Oenothera pilosella,0.359908992
0.3962, Oenothera triloba,0.540463588
0.7434, Oenothera villosa,0.852167176
0.8163, Onoclea sensibilis,0.913080447
0.688, Onopordum acanthium,0.802444013
2.00E-04, Ophioglossum vulgatum,0.001668519
0.074, Opuntia humifusa,0.157575771
0.1838, Orbexilum onobrychis,0.31246
0.0013, Orbexilum pedunculatum,0.006972024
1, Orobanche fasciculata,1
0.0167, Orobanche riparia,0.048537742
0.5239, Orobanche uniflora,0.669077108
1, Oryzopsis asperifolia,1
0.4382, Osmorhiza claytonii,0.582296979
0.7278, Osmorhiza longistylis,0.838552174
0.5171, Osmunda claytoniana,0.662741252
0.0438, Osmunda regalis,0.106371429
0.1024, Osmundastrum cinnamomeum,0.192013319
0.8571, Ostrya virginiana,0.944754985
0.4211, Oxalis dillenii,0.564733929
0.0775, Oxalis florida,0.157575771
0, Oxalis grandis,0
0.7058, Oxalis stricta,0.81949201
0.0216, Oxalis violacea,0.059515596
0.0775, Oxydendrum arboreum,0.157575771
0.4534, Oxypolis rigidior,0.597678713
0.726, Packera aurea,0.837013436
0, Packera glabella,0
0.187, Packera obovata,0.316407512
0.0063, Packera paupercula,0.021916216
2.00E-04, Packera plattensis,0.001668519
0.8226, Panax quinquefolius,0.917260321
0.216, Panax trifolius,0.35481495
0.4986, Panicum capillare,0.643147602
0.372, Panicum dichotomiflorum,0.522089183
0.0128, Panicum flexile,0.038506845
0.5442, Panicum gattingeri,0.686728571
0.0025, Panicum philadelphicum,0.011521739
0.0062, Panicum tuckermanii,0.021916216
1, Panicum verrucosum,1
0.0348, Panicum virgatum,0.087461088
0.9454, Parietaria pensylvanica,0.999771596
0.0117, Parnassia glauca,0.035674112
0.0038, Paronychia canadensis,0.016342721
2.00E-04, Paronychia fastigiata,0.001668519
0.01, Parthenium integrifolium,0.031542808
0, Parthenocissus inserta,0
0.5169, Parthenocissus quinquefolia,0.662741252
0.3423, Pascopyrum smithii,0.489932168
0, Paspalum laeve,0
0.0049, Paspalum pubiflorum,0.019578271
0, Paspalum repens,0
0.133, Paspalum setaceum,0.238473632
0.006, Passiflora incarnata,0.021916216
0.0048, Passiflora lutea,0.019578271
0.9512, Patis racemosa,1
0.1509, Pedicularis canadensis,0.264433431
2.00E-04, Pedicularis lanceolata,0.001668519
0.1315, Pellaea atropurpurea,0.236018924
0.3509, Pellaea glabella,0.499070087
0.0058, Peltandra virginica,0.021916216
5.00E-04, Penstemon alluviorum,0.00336194
0.0016, Penstemon calycosus,0.008332948
0.0252, Penstemon canescens,0.066976991
0.01, Penstemon deamii,0.031542808
0.9081, Penstemon digitalis,0.978641068
8.00E-04, Penstemon hirsutus,0.004920137
0.4385, Penstemon pallidus,0.582296979
0.3723, Penstemon tubaeflorus,0.522089183
0.8084, Penthorum sedoides,0.907059029
0.0899, Perideridia americana,0.172523749
5.00E-04, Persicaria amphibia,0.00336194
0.9659, Persicaria arifolia,1
0.0186, Persicaria careyi,0.052045342
0.1615, Persicaria lapathifolia,0.280368979
0.8184, Persicaria pensylvanica,0.914741228
0.7552, Persicaria punctata,0.862402028
0.6206, Persicaria robustior,0.740610066
0.4267, Persicaria sagittata,0.571682825
0.6755, Persicaria virginiana,0.790422727
0.0079, Phacelia bipinnatifida,0.026559328
0.3962, Phacelia covillei,0.540463588
0.4429, Phacelia purshii,0.587274319
0.0018, Phaseolus polystachios,0.008910989
0.1611, Phegopteris hexagonoptera,0.279944262
0.3216, Phemeranthus rugospermus,0.468112439
0.0049, Phlox amplifolia,0.019578271
0.9151, Phlox bifida,0.978641068
0.9204, Phlox divaricata,0.983142146
8.00E-04, Phlox glaberrima,0.004920137
0.2133, Phlox maculata,0.351984066
0.2362, Phlox ovata,0.376999469
0.5766, Phlox paniculata,0.707788283
0, Phlox pilosa,0
0.006, Phoradendron leucarpum,0.021916216
0, Phragmites australis,0
0.7948, Phryma leptostachya,0.89626383
0.0712, Phyla lanceolata,0.152559334
0, Phyllanthus caroliniensis,0
0.084, Physalis heterophylla,0.164190899
0.5362, Physalis longifolia,0.680727375
0.3875, Physalis pubescens,0.538377024
0.0016, Physalis virginiana,0.008332948
0.0775, Physaria globosa,0.157575771
0.4655, Physocarpus opulifolius,0.609565432
0.5379, Physostegia virginiana,0.681163598
0.8307, Phytolacca americana,0.923455521
0.348, Pilea fontana,0.496120253
0.9197, Pilea pumila,0.982977106
0.3216, Pinus banksiana,0.468112439
0.0251, Pinus strobus,0.066976991
0.3072, Pinus virginiana,0.465579815
1, Piptatheropsis pungens,1
0.0701, Piptochaetium avenaceum,0.150740095
0, Planodes virginicum,0
0.0309, Plantago aristata,0.079318803
0.3423, Plantago cordata,0.489932168
0.0029, Plantago elongata,0.0130645
0.855, Plantago rugelii,0.943484385
5.00E-04, Plantago virginica,0.00336194
0.0701, Platanthera aquilonis,0.150740095
0.0011, Platanthera ciliaris,0.006080368
0.0701, Platanthera clavellata,0.150740095
1, Platanthera dilatata,1
0.3192, Platanthera flava,0.468112439
0.045, Platanthera lacera,0.108409091
0.0186, Platanthera leucophaea,0.052045342
0.9146, Platanthera orbiculata,0.978641068
0.0011, Platanthera peramoena,0.006080368
0.0862, Platanthera psycodes,0.166308779
0.4856, Platanus occidentalis,0.630440346
0.085, Pleopeltis polypodioides,0.164345494
0, Pluchea camphorata,0
0.2099, Poa alsodes,0.347008991
0.0012, Poa autumnalis,0.006532931
0.0011, Poa chapmaniana,0.006080368
0.4805, Poa paludigena,0.624268926
0.0011, Poa palustris,0.006080368
0.0101, Poa saltuensis,0.031542808
0.0803, Poa sylvestris,0.159011648
0.1675, Poa wolfii,0.289113985
0.7974, Podophyllum peltatum,0.89807175
0.0031, Pogonia ophioglossoides,0.013759113
0.8381, Polanisia dodecandra,0.929260148
0.7685, Polemonium reptans,0.872613106
0, Polygala ambigua,0
5.00E-04, Polygala cruciata,0.00336194
3.00E-04, Polygala polygama,0.002271429
0.0256, Polygala sanguinea,0.067344818
0.667, Polygala senega,0.783958046
3.00E-04, Polygala verticillata,0.002271429
1, Polygaloides paucifolia,1
0.3095, Polygonatum biflorum,0.468112439
0.1154, Polygonatum pubescens,0.211547101
0.3216, Polygonum achoreum,0.468112439
0.0794, Polygonum articulatum,0.157575771
0.0999, Polygonum aviculare,0.18830523
0.046, Polygonum erectum,0.110522667
0.0624, Polygonum ramosissimum,0.142203283
2.00E-04, Polygonum tenue,0.001668519
0.3995, Polymnia canadensis,0.542910256
0.3707, Polypodium virginianum,0.521468696
0.3701, Polystichum acrostichoides,0.521031406
0.3216, Polytaenia nuttallii,0.468112439
0, Pontederia cordata,0
0.4805, Populus balsamifera,0.624268926
0.1785, Populus deltoides,0.304888152
0.5697, Populus grandidentata,0.70580382
0.6205, Populus heterophylla,0.740610066
1.00E-04, Populus tremuloides,0.000984699
0.0764, Potamogeton amplifolius,0.157575771
3.00E-04, Potamogeton diversifolius,0.002271429
1, Potamogeton epihydrus,1
0.0462, Potamogeton foliosus,0.110707979
0.2362, Potamogeton friesii,0.376999469
0.0794, Potamogeton gramineus,0.157575771
0, Potamogeton illinoensis,0
0.0017, Potamogeton natans,0.008533148
0.049, Potamogeton nodosus,0.116334651
0.5742, Potamogeton praelongus,0.70580382
0.231, Potamogeton pulcher,0.371
0.4303, Potamogeton pusillus,0.575038222
0.3216, Potamogeton richardsonii,0.468112439
0.9146, Potamogeton robbinsii,0.978641068
0.3216, Potamogeton strictifolius,0.468112439
0.0101, Potamogeton zosteriformis,0.031542808
0.3012, Potentilla norvegica,0.458801691
0.8097, Potentilla simplex,0.907952334
0.5467, Primula meadia,0.688437037
0.0016, Proserpinaca palustris,0.008332948
0.8874, Prunella vulgaris,0.968888795
0.6319, Prunus americana,0.750615557
0.2184, Prunus hortulana,0.357942727
0.0534, Prunus mexicana,0.124324031
0.7473, Prunus nigra,0.855549301
0.0063, Prunus pensylvanica,0.021916216
0, Prunus pumila,0
0.0175, Prunus rivularis,0.050375399
0.6549, Prunus serotina,0.772336257
0, Prunus virginiana,0
0.0186, Pseudognaphalium macounii,0.052045342
0.5733, Pseudognaphalium obtusifolium,0.70580382
0.6195, Ptelea trifoliata,0.740610066
0.0035, Pteridium aquilinum,0.01519759
2.00E-04, Pycnanthemum loomisii,0.001668519
0.3046, Pycnanthemum pilosum,0.462807083
0, Pycnanthemum pycnanthemoides,0
5.00E-04, Pycnanthemum tenuifolium,0.00336194
0.3723, Pycnanthemum torreyi,0.522089183
0.0462, Pycnanthemum virginianum,0.110707979
0.3216, Pyrola americana,0.468112439
1, Pyrola asarifolia,1
0.0062, Pyrola elliptica,0.021916216
0.006, Pyrrhopappus carolinianus,0.021916216
0.2225, Quercus alba,0.363174819
0.6395, Quercus bicolor,0.757645628
0.0042, Quercus coccinea,0.017641958
0, Quercus ellipsoidalis,0
7.00E-04, Quercus falcata,0.004379861
0.5649, Quercus imbricaria,0.702518841
0, Quercus lyrata,0
0.7307, Quercus macrocarpa,0.840818263
0, Quercus marilandica,0
0, Quercus michauxii,0
4.00E-04, Quercus montana,0.002894779
0.5787, Quercus muehlenbergii,0.709882505
1.00E-04, Quercus pagoda,0.000984699
0.0022, Quercus palustris,0.010432632
1, Quercus prinoides,1
0.4567, Quercus rubra,0.600710511
0.0123, Quercus shumardii,0.037251429
6.00E-04, Quercus stellata,0.003861429
0.0229, Quercus velutina,0.062053835
0.9855, Ranunculus abortivus,1
0.6341, Ranunculus ambigens,0.75223713
0.0284, Ranunculus aquatilis,0.074061939
1.00E-04, Ranunculus fascicularis,0.000984699
0.2327, Ranunculus flabellaris,0.373397507
0.9359, Ranunculus hispidus,0.994980413
0.079, Ranunculus laxicaulis,0.157575771
0.0035, Ranunculus micranthus,0.01519759
0, Ranunculus pensylvanicus,0
0.006, Ranunculus pusillus,0.021916216
0.4993, Ranunculus recurvatus,0.643589843
0.0014, Ranunculus sceleratus,0.00742
0.4128, Ratibida pinnata,0.555953363
5.00E-04, Rhamnus alnifolia,0.00336194
0.2158, Rhamnus lanceolata,0.354809854
0.1134, Rhexia mariana,0.208304587
0.0175, Rhexia virginica,0.050375399
0.1126, Rhus aromatica,0.20746953
0, Rhus copallinum,0
0.7397, Rhus glabra,0.848465563
0, Rhus typhina,0
0.0095, Rhynchospora alba,0.030569643
0.0172, Rhynchospora capillacea,0.049830225
1.00E-04, Rhynchospora capitellata,0.000984699
5.00E-04, Rhynchospora corniculata,0.00336194
0.0701, Rhynchospora macrostachya,0.150740095
0.0063, Rhynchospora scirpoides,0.021916216
7.00E-04, Ribes americanum,0.004379861
0.0701, Ribes aureum,0.150740095
0.2343, Ribes cynosbati,0.375630427
5.00E-04, Ribes hirtellum,0.00336194
0.459, Ribes missouriense,0.602855685
0.3216, Robinia hispida,0.468112439
0.6678, Robinia pseudoacacia,0.783958046
0.2673, Rorippa aquatica,0.416313397
0.194, Rorippa palustris,0.325398327
