,county,segment,speciesName,n,climatesp
10030,Greene,d Climate Segment,Cephalanthus occidentalis,1,d Climate Segment Divide Cephalanthus occidentalis
10031,Greene,d Climate Segment,Fraxinus nigra,1,d Climate Segment Divide Fraxinus nigra
10032,Greene,d Climate Segment,Galearis spectabilis,1,d Climate Segment Divide Galearis spectabilis
10033,Greene,d Climate Segment,Saururus cernuus,1,d Climate Segment Divide Saururus cernuus
10034,Greene,d Climate Segment,Galium aparine,1,d Climate Segment Divide Galium aparine
10035,Greene,d Climate Segment,Galium circaezans,1,d Climate Segment Divide Galium circaezans
10036,Greene,d Climate Segment,Galium concinnum,1,d Climate Segment Divide Galium concinnum
10037,Greene,d Climate Segment,Juncus effusus,1,d Climate Segment Divide Juncus effusus
10038,Greene,d Climate Segment,Geranium maculatum,1,d Climate Segment Divide Geranium maculatum
10039,Greene,d Climate Segment,Geum canadense,1,d Climate Segment Divide Geum canadense
10040,Greene,d Climate Segment,Geum vernum,1,d Climate Segment Divide Geum vernum
10041,Greene,d Climate Segment,Eutrochium purpureum,1,d Climate Segment Divide Eutrochium purpureum
10042,Greene,d Climate Segment,Ipomoea lacunosa,1,d Climate Segment Divide Ipomoea lacunosa
10043,Greene,d Climate Segment,Fimbristylis autumnalis,1,d Climate Segment Divide Fimbristylis autumnalis
10044,Greene,d Climate Segment,Sanicula canadensis,1,d Climate Segment Divide Sanicula canadensis
10045,Greene,d Climate Segment,Sassafras albidum,1,d Climate Segment Divide Sassafras albidum
10046,Greene,d Climate Segment,Jeffersonia diphylla,1,d Climate Segment Divide Jeffersonia diphylla
10047,Greene,d Climate Segment,Juncus acuminatus,1,d Climate Segment Divide Juncus acuminatus
10048,Greene,d Climate Segment,Juncus brachycarpus,1,d Climate Segment Divide Juncus brachycarpus
10049,Greene,d Climate Segment,Juncus diffusissimus,1,d Climate Segment Divide Juncus diffusissimus
10050,Greene,d Climate Segment,Geum virginianum,1,d Climate Segment Divide Geum virginianum
10051,Greene,d Climate Segment,Impatiens pallida,1,d Climate Segment Divide Impatiens pallida
10052,Greene,d Climate Segment,Iris virginica,1,d Climate Segment Divide Iris virginica
10053,Greene,d Climate Segment,Juncus anthelatus,2,d Climate Segment Divide Juncus anthelatus
10054,Greene,d Climate Segment,Euthamia graminifolia,1,d Climate Segment Divide Euthamia graminifolia
10055,Hamilton,c Climate Segment,Fallopia scandens,1,c Climate Segment Divide Fallopia scandens
10056,Hamilton,c Climate Segment,Eutrochium purpureum,1,c Climate Segment Divide Eutrochium purpureum
10057,Hamilton,c Climate Segment,Enemion biternatum,1,c Climate Segment Divide Enemion biternatum
10058,Hamilton,c Climate Segment,Eupatorium perfoliatum,1,c Climate Segment Divide Eupatorium perfoliatum
10059,Hamilton,c Climate Segment,Euphorbia dentata,1,c Climate Segment Divide Euphorbia dentata
10060,Hamilton,c Climate Segment,Euonymus obovatus,1,c Climate Segment Divide Euonymus obovatus
10061,Hamilton,c Climate Segment,Epilobium coloratum,1,c Climate Segment Divide Epilobium coloratum
10062,Hamilton,c Climate Segment,Equisetum arvense,1,c Climate Segment Divide Equisetum arvense
10063,Hamilton,c Climate Segment,Filipendula rubra,1,c Climate Segment Divide Filipendula rubra
10064,Hamilton,c Climate Segment,Thalictrum dioicum,2,c Climate Segment Divide Thalictrum dioicum
10065,Hamilton,c Climate Segment,Thalictrum revolutum,1,c Climate Segment Divide Thalictrum revolutum
10066,Hamilton,c Climate Segment,Thaspium barbinode,1,c Climate Segment Divide Thaspium barbinode
10067,Hamilton,c Climate Segment,Geum canadense,1,c Climate Segment Divide Geum canadense
10068,Hamilton,c Climate Segment,Delphinium tricorne,1,c Climate Segment Divide Delphinium tricorne
10069,Hamilton,c Climate Segment,Desmodium perplexum,1,c Climate Segment Divide Desmodium perplexum
10070,Hamilton,c Climate Segment,Cystopteris protrusa,1,c Climate Segment Divide Cystopteris protrusa
10071,Hamilton,c Climate Segment,Acer saccharinum,1,c Climate Segment Divide Acer saccharinum
10072,Hamilton,c Climate Segment,Eragrostis pectinacea,1,c Climate Segment Divide Eragrostis pectinacea
10073,Hamilton,c Climate Segment,Teucrium canadense,1,c Climate Segment Divide Teucrium canadense
10074,Hamilton,c Climate Segment,Gentiana andrewsii,1,c Climate Segment Divide Gentiana andrewsii
10075,Hamilton,c Climate Segment,Fraxinus americana,25,c Climate Segment Divide Fraxinus americana
10076,Hamilton,c Climate Segment,Acer saccharum,1,c Climate Segment Divide Acer saccharum
10077,Hamilton,c Climate Segment,Fraxinus biltmoreana,2,c Climate Segment Divide Fraxinus biltmoreana
10078,Hamilton,c Climate Segment,Acer negundo,2,c Climate Segment Divide Acer negundo
10079,Hamilton,c Climate Segment,Lycopus americanus,1,c Climate Segment Divide Lycopus americanus
10080,Hamilton,c Climate Segment,Echinocystis lobata,1,c Climate Segment Divide Echinocystis lobata
10081,Hamilton,c Climate Segment,Geum laciniatum,1,c Climate Segment Divide Geum laciniatum
10082,Hamilton,c Climate Segment,Fraxinus pennsylvanica,1,c Climate Segment Divide Fraxinus pennsylvanica
10083,Hamilton,c Climate Segment,Symphyotrichum cordifolium,1,c Climate Segment Divide Symphyotrichum cordifolium
10084,Hamilton,c Climate Segment,Symplocarpus foetidus,1,c Climate Segment Divide Symplocarpus foetidus
10085,Hamilton,c Climate Segment,Mimulus ringens,1,c Climate Segment Divide Mimulus ringens
10086,Hamilton,c Climate Segment,Stylophorum diphyllum,1,c Climate Segment Divide Stylophorum diphyllum
10087,Hamilton,c Climate Segment,Cuscuta gronovii,1,c Climate Segment Divide Cuscuta gronovii
10088,Hamilton,c Climate Segment,Sparganium eurycarpum,1,c Climate Segment Divide Sparganium eurycarpum
10089,Hamilton,c Climate Segment,Lindera benzoin,1,c Climate Segment Divide Lindera benzoin
10090,Hamilton,c Climate Segment,Carex communis,1,c Climate Segment Divide Carex communis
10091,Hamilton,c Climate Segment,Lobelia siphilitica,1,c Climate Segment Divide Lobelia siphilitica
10092,Hamilton,c Climate Segment,Tilia americana,3,c Climate Segment Divide Tilia americana
10093,Hamilton,c Climate Segment,Toxicodendron radicans,1,c Climate Segment Divide Toxicodendron radicans
10094,Hamilton,c Climate Segment,Elymus virginicus,1,c Climate Segment Divide Elymus virginicus
10095,Hamilton,c Climate Segment,Strophostyles helvola,1,c Climate Segment Divide Strophostyles helvola
10096,Hamilton,c Climate Segment,Malus coronaria,1,c Climate Segment Divide Malus coronaria
10097,Hamilton,c Climate Segment,Micranthes pensylvanica,1,c Climate Segment Divide Micranthes pensylvanica
10098,Hamilton,c Climate Segment,Mimulus alatus,1,c Climate Segment Divide Mimulus alatus
10099,Hamilton,c Climate Segment,Achillea millefolium,1,c Climate Segment Divide Achillea millefolium
10100,Hamilton,c Climate Segment,Fragaria virginiana,1,c Climate Segment Divide Fragaria virginiana
10101,Hamilton,c Climate Segment,Morus rubra,1,c Climate Segment Divide Morus rubra
10102,Hamilton,c Climate Segment,Muhlenbergia frondosa,1,c Climate Segment Divide Muhlenbergia frondosa
10103,Hamilton,c Climate Segment,Carex hyalinolepis,1,c Climate Segment Divide Carex hyalinolepis
10104,Hamilton,c Climate Segment,Thelypteris palustris,1,c Climate Segment Divide Thelypteris palustris
10105,Hamilton,c Climate Segment,Carex blanda,1,c Climate Segment Divide Carex blanda
10106,Hamilton,c Climate Segment,Sporobolus neglectus,1,c Climate Segment Divide Sporobolus neglectus
10107,Hamilton,c Climate Segment,Toxicodendron vernix,1,c Climate Segment Divide Toxicodendron vernix
10108,Hamilton,c Climate Segment,Trillium recurvatum,1,c Climate Segment Divide Trillium recurvatum
10109,Hamilton,c Climate Segment,Trillium sessile,1,c Climate Segment Divide Trillium sessile
10110,Hamilton,c Climate Segment,Ulmus americana,1,c Climate Segment Divide Ulmus americana
10111,Hamilton,c Climate Segment,Geum vernum,1,c Climate Segment Divide Geum vernum
10112,Hamilton,c Climate Segment,Mitella diphylla,1,c Climate Segment Divide Mitella diphylla
10113,Hamilton,c Climate Segment,Leersia lenticularis,1,c Climate Segment Divide Leersia lenticularis
10114,Hamilton,c Climate Segment,Cryptotaenia canadensis,1,c Climate Segment Divide Cryptotaenia canadensis
10115,Hamilton,c Climate Segment,Carex cephalophora,1,c Climate Segment Divide Carex cephalophora
10116,Hamilton,c Climate Segment,Solidago gigantea,1,c Climate Segment Divide Solidago gigantea
10117,Hamilton,c Climate Segment,Crataegus punctata,9,c Climate Segment Divide Crataegus punctata
10118,Hamilton,c Climate Segment,Nasturtium officinale,1,c Climate Segment Divide Nasturtium officinale
10119,Hamilton,c Climate Segment,Actaea pachypoda,1,c Climate Segment Divide Actaea pachypoda
10120,Hamilton,c Climate Segment,Stachys hispida,1,c Climate Segment Divide Stachys hispida
10121,Hamilton,c Climate Segment,Staphylea trifolia,1,c Climate Segment Divide Staphylea trifolia
10122,Hamilton,c Climate Segment,Stellaria pubera,1,c Climate Segment Divide Stellaria pubera
10123,Hamilton,c Climate Segment,Maianthemum racemosum,1,c Climate Segment Divide Maianthemum racemosum
10124,Hamilton,c Climate Segment,Carex frankii,1,c Climate Segment Divide Carex frankii
10125,Hamilton,c Climate Segment,Carex gracillima,1,c Climate Segment Divide Carex gracillima
10126,Hamilton,c Climate Segment,Monarda fistulosa,1,c Climate Segment Divide Monarda fistulosa
10127,Hamilton,c Climate Segment,Carex hirtifolia,1,c Climate Segment Divide Carex hirtifolia
10128,Hamilton,c Climate Segment,Carex hitchcockiana,1,c Climate Segment Divide Carex hitchcockiana
10129,Hamilton,c Climate Segment,Ranunculus recurvatus,1,c Climate Segment Divide Ranunculus recurvatus
10130,Hamilton,c Climate Segment,Ratibida pinnata,1,c Climate Segment Divide Ratibida pinnata
10131,Hamilton,c Climate Segment,Carex albicans,1,c Climate Segment Divide Carex albicans
10132,Hamilton,c Climate Segment,Polygonatum pubescens,1,c Climate Segment Divide Polygonatum pubescens
10133,Hamilton,c Climate Segment,Aesculus glabra,1,c Climate Segment Divide Aesculus glabra
10134,Hamilton,c Climate Segment,Agalinis tenuifolia,1,c Climate Segment Divide Agalinis tenuifolia
10135,Hamilton,c Climate Segment,Agrimonia parviflora,1,c Climate Segment Divide Agrimonia parviflora
10136,Hamilton,c Climate Segment,Agrimonia pubescens,1,c Climate Segment Divide Agrimonia pubescens
10137,Hamilton,c Climate Segment,Anemone canadensis,1,c Climate Segment Divide Anemone canadensis
10138,Hamilton,c Climate Segment,Carex gracilescens,1,c Climate Segment Divide Carex gracilescens
10139,Hamilton,c Climate Segment,Carex grayi,1,c Climate Segment Divide Carex grayi
10140,Hamilton,c Climate Segment,Sporobolus compositus,1,c Climate Segment Divide Sporobolus compositus
10141,Hamilton,c Climate Segment,Solidago flexicaulis,1,c Climate Segment Divide Solidago flexicaulis
10142,Hamilton,c Climate Segment,Cardamine bulbosa,1,c Climate Segment Divide Cardamine bulbosa
10143,Hamilton,c Climate Segment,Cardamine pensylvanica,1,c Climate Segment Divide Cardamine pensylvanica
10144,Hamilton,c Climate Segment,Hybanthus concolor,1,c Climate Segment Divide Hybanthus concolor
10145,Hamilton,c Climate Segment,Ribes americanum,1,c Climate Segment Divide Ribes americanum
10146,Hamilton,c Climate Segment,Potentilla norvegica,1,c Climate Segment Divide Potentilla norvegica
10147,Hamilton,c Climate Segment,Carex cristatella,1,c Climate Segment Divide Carex cristatella
10148,Hamilton,c Climate Segment,Lysimachia ciliata,1,c Climate Segment Divide Lysimachia ciliata
10149,Hamilton,c Climate Segment,Lythrum alatum,1,c Climate Segment Divide Lythrum alatum
10150,Hamilton,c Climate Segment,Carex emoryi,1,c Climate Segment Divide Carex emoryi
10151,Hamilton,c Climate Segment,Antennaria neglecta,1,c Climate Segment Divide Antennaria neglecta
10152,Hamilton,c Climate Segment,Quercus alba,1,c Climate Segment Divide Quercus alba
10153,Hamilton,c Climate Segment,Ranunculus abortivus,1,c Climate Segment Divide Ranunculus abortivus
10154,Hamilton,c Climate Segment,Ranunculus hispidus,3,c Climate Segment Divide Ranunculus hispidus
10155,Hamilton,c Climate Segment,Silphium perfoliatum,1,c Climate Segment Divide Silphium perfoliatum
10156,Hamilton,c Climate Segment,Cornus drummondii,1,c Climate Segment Divide Cornus drummondii
10157,Hamilton,c Climate Segment,Cornus florida,1,c Climate Segment Divide Cornus florida
10158,Hamilton,c Climate Segment,Hydrangea arborescens,1,c Climate Segment Divide Hydrangea arborescens
10159,Hamilton,c Climate Segment,Carex jamesii,1,c Climate Segment Divide Carex jamesii
10160,Hamilton,c Climate Segment,Oenothera biennis,2,c Climate Segment Divide Oenothera biennis
10161,Hamilton,c Climate Segment,Osmorhiza claytonii,1,c Climate Segment Divide Osmorhiza claytonii
10162,Hamilton,c Climate Segment,Osmunda regalis,1,c Climate Segment Divide Osmunda regalis
10163,Hamilton,c Climate Segment,Osmundastrum cinnamomeum,1,c Climate Segment Divide Osmundastrum cinnamomeum
10164,Hamilton,c Climate Segment,Pycnanthemum pilosum,1,c Climate Segment Divide Pycnanthemum pilosum
10165,Hamilton,c Climate Segment,Pycnanthemum virginianum,1,c Climate Segment Divide Pycnanthemum virginianum
10166,Hamilton,c Climate Segment,Aralia racemosa,1,c Climate Segment Divide Aralia racemosa
10167,Hamilton,c Climate Segment,Laportea canadensis,1,c Climate Segment Divide Laportea canadensis
10168,Hamilton,c Climate Segment,Hackelia virginiana,1,c Climate Segment Divide Hackelia virginiana
10169,Hamilton,c Climate Segment,Heliopsis helianthoides,3,c Climate Segment Divide Heliopsis helianthoides
10170,Hamilton,c Climate Segment,Humulus lupulus,1,c Climate Segment Divide Humulus lupulus
10171,Hamilton,c Climate Segment,Cornus obliqua,1,c Climate Segment Divide Cornus obliqua
10172,Hamilton,c Climate Segment,Podophyllum peltatum,1,c Climate Segment Divide Podophyllum peltatum
10173,Hamilton,c Climate Segment,Populus tremuloides,1,c Climate Segment Divide Populus tremuloides
10174,Hamilton,c Climate Segment,Carex laxiflora,1,c Climate Segment Divide Carex laxiflora
10175,Hamilton,c Climate Segment,Carex davisii,1,c Climate Segment Divide Carex davisii
10176,Hamilton,c Climate Segment,Carex echinata,1,c Climate Segment Divide Carex echinata
10177,Hamilton,c Climate Segment,Ostrya virginiana,1,c Climate Segment Divide Ostrya virginiana
10178,Hamilton,c Climate Segment,Packera aurea,1,c Climate Segment Divide Packera aurea
10179,Hamilton,c Climate Segment,Carex stipata,1,c Climate Segment Divide Carex stipata
10180,Hamilton,c Climate Segment,Urtica dioica,1,c Climate Segment Divide Urtica dioica
10181,Hamilton,c Climate Segment,Justicia americana,1,c Climate Segment Divide Justicia americana
10182,Hamilton,c Climate Segment,Juglans cinerea,1,c Climate Segment Divide Juglans cinerea
10183,Hamilton,c Climate Segment,Campanulastrum americanum,1,c Climate Segment Divide Campanulastrum americanum
10184,Hamilton,c Climate Segment,Asplenium platyneuron,1,c Climate Segment Divide Asplenium platyneuron
10185,Hamilton,c Climate Segment,Bidens connata,1,c Climate Segment Divide Bidens connata
10186,Hamilton,c Climate Segment,Hydrophyllum appendiculatum,1,c Climate Segment Divide Hydrophyllum appendiculatum
10187,Hamilton,c Climate Segment,Hypericum punctatum,1,c Climate Segment Divide Hypericum punctatum
10188,Hamilton,c Climate Segment,Carex leptalea,1,c Climate Segment Divide Carex leptalea
10189,Hamilton,c Climate Segment,Carex lurida,1,c Climate Segment Divide Carex lurida
10190,Hamilton,c Climate Segment,Ptelea trifoliata,1,c Climate Segment Divide Ptelea trifoliata
10191,Hamilton,c Climate Segment,Carex sparganioides,1,c Climate Segment Divide Carex sparganioides
10192,Hamilton,c Climate Segment,Rubus allegheniensis,1,c Climate Segment Divide Rubus allegheniensis
10193,Hamilton,c Climate Segment,Juglans nigra,1,c Climate Segment Divide Juglans nigra
10194,Hamilton,c Climate Segment,Packera obovata,1,c Climate Segment Divide Packera obovata
10195,Hamilton,c Climate Segment,Panicum capillare,2,c Climate Segment Divide Panicum capillare
10196,Hamilton,c Climate Segment,Arisaema triphyllum,1,c Climate Segment Divide Arisaema triphyllum
10197,Hamilton,c Climate Segment,Polemonium reptans,1,c Climate Segment Divide Polemonium reptans
10198,Hamilton,c Climate Segment,Polygonatum biflorum,1,c Climate Segment Divide Polygonatum biflorum
10199,Hamilton,c Climate Segment,Veronica scutellata,1,c Climate Segment Divide Veronica scutellata
10200,Hamilton,c Climate Segment,Veronica serpyllifolia,1,c Climate Segment Divide Veronica serpyllifolia
10201,Hamilton,c Climate Segment,Hypericum sphaerocarpum,1,c Climate Segment Divide Hypericum sphaerocarpum
10202,Hamilton,c Climate Segment,Ilex verticillata,1,c Climate Segment Divide Ilex verticillata
10203,Hamilton,c Climate Segment,Carex rosea,1,c Climate Segment Divide Carex rosea
10204,Hamilton,c Climate Segment,Rosa setigera,1,c Climate Segment Divide Rosa setigera
10205,Hamilton,c Climate Segment,Ipomoea pandurata,1,c Climate Segment Divide Ipomoea pandurata
10206,Hamilton,c Climate Segment,Rubus occidentalis,2,c Climate Segment Divide Rubus occidentalis
10207,Hamilton,c Climate Segment,Jeffersonia diphylla,1,c Climate Segment Divide Jeffersonia diphylla
10208,Hamilton,c Climate Segment,Zizia aurea,1,c Climate Segment Divide Zizia aurea
10209,Hamilton,c Climate Segment,Silene virginica,1,c Climate Segment Divide Silene virginica
10210,Hamilton,c Climate Segment,Asarum canadense,1,c Climate Segment Divide Asarum canadense
10211,Hamilton,c Climate Segment,Verbena hastata,1,c Climate Segment Divide Verbena hastata
10212,Hamilton,c Climate Segment,Poa sylvestris,1,c Climate Segment Divide Poa sylvestris
10213,Hamilton,c Climate Segment,Persicaria amphibia,1,c Climate Segment Divide Persicaria amphibia
10214,Hamilton,c Climate Segment,Viburnum prunifolium,1,c Climate Segment Divide Viburnum prunifolium
10215,Hamilton,c Climate Segment,Potentilla simplex,1,c Climate Segment Divide Potentilla simplex
10216,Hamilton,c Climate Segment,Prunus serotina,1,c Climate Segment Divide Prunus serotina
10217,Hamilton,c Climate Segment,Impatiens capensis,1,c Climate Segment Divide Impatiens capensis
10218,Hamilton,c Climate Segment,Viola pubescens,1,c Climate Segment Divide Viola pubescens
10219,Hamilton,c Climate Segment,Viola sororia,1,c Climate Segment Divide Viola sororia
10220,Hamilton,c Climate Segment,Iris virginica,1,c Climate Segment Divide Iris virginica
10221,Hamilton,c Climate Segment,Rudbeckia laciniata,1,c Climate Segment Divide Rudbeckia laciniata
10222,Hamilton,c Climate Segment,Rudbeckia triloba,2,c Climate Segment Divide Rudbeckia triloba
10223,Hamilton,c Climate Segment,Cornus alternifolia,1,c Climate Segment Divide Cornus alternifolia
10224,Hamilton,c Climate Segment,Silene nivea,1,c Climate Segment Divide Silene nivea
10225,Hamilton,c Climate Segment,Parthenocissus quinquefolia,1,c Climate Segment Divide Parthenocissus quinquefolia
10226,Hamilton,c Climate Segment,Silene antirrhina,1,c Climate Segment Divide Silene antirrhina
10227,Hamilton,c Climate Segment,Persicaria punctata,1,c Climate Segment Divide Persicaria punctata
10228,Hamilton,c Climate Segment,Ribes cynosbati,1,c Climate Segment Divide Ribes cynosbati
10229,Hamilton,c Climate Segment,Robinia pseudoacacia,1,c Climate Segment Divide Robinia pseudoacacia
10230,Hamilton,c Climate Segment,Boehmeria cylindrica,2,c Climate Segment Divide Boehmeria cylindrica
10231,Hamilton,c Climate Segment,Cinna arundinacea,1,c Climate Segment Divide Cinna arundinacea
10232,Hamilton,c Climate Segment,Borodinia laevigata,1,c Climate Segment Divide Borodinia laevigata
10233,Hamilton,c Climate Segment,Botrypus virginianus,1,c Climate Segment Divide Botrypus virginianus
10234,Hamilton,c Climate Segment,Vitis vulpina,1,c Climate Segment Divide Vitis vulpina
10235,Hamilton,c Climate Segment,Calystegia sepium,1,c Climate Segment Divide Calystegia sepium
10236,Hamilton,c Climate Segment,Uvularia grandiflora,1,c Climate Segment Divide Uvularia grandiflora
10237,Hamilton,c Climate Segment,Valerianella umbilicata,1,c Climate Segment Divide Valerianella umbilicata
10238,Hamilton,c Climate Segment,Phytolacca americana,1,c Climate Segment Divide Phytolacca americana
10239,Hamilton,c Climate Segment,Carya cordiformis,2,c Climate Segment Divide Carya cordiformis
10240,Hamilton,c Climate Segment,Carya ovata,1,c Climate Segment Divide Carya ovata
10241,Hamilton,c Climate Segment,Viola affinis,1,c Climate Segment Divide Viola affinis
10242,Hamilton,c Climate Segment,Viola macloskeyi,1,c Climate Segment Divide Viola macloskeyi
10243,Hamilton,c Climate Segment,Cicuta maculata,1,c Climate Segment Divide Cicuta maculata
10244,Hamilton,c Climate Segment,Sanguinaria canadensis,1,c Climate Segment Divide Sanguinaria canadensis
10245,Hamilton,c Climate Segment,Sanicula canadensis,1,c Climate Segment Divide Sanicula canadensis
10246,Hamilton,c Climate Segment,Persicaria sagittata,1,c Climate Segment Divide Persicaria sagittata
10247,Hamilton,c Climate Segment,Viola striata,1,c Climate Segment Divide Viola striata
10248,Hamilton,c Climate Segment,Caltha palustris,1,c Climate Segment Divide Caltha palustris
10249,Hamilton,c Climate Segment,Physostegia virginiana,1,c Climate Segment Divide Physostegia virginiana
10250,Hamilton,c Climate Segment,Conyza canadensis,1,c Climate Segment Divide Conyza canadensis
10251,Hamilton,c Climate Segment,Salix discolor,1,c Climate Segment Divide Salix discolor
10252,Hamilton,c Climate Segment,Silene stellata,1,c Climate Segment Divide Silene stellata
10253,Hamilton,c Climate Segment,Carex vulpinoidea,1,c Climate Segment Divide Carex vulpinoidea
10254,Hamilton,c Climate Segment,Bidens trichosperma,1,c Climate Segment Divide Bidens trichosperma
10255,Hamilton,c Climate Segment,Blephilia hirsuta,1,c Climate Segment Divide Blephilia hirsuta
10256,Hamilton,c Climate Segment,Sambucus canadensis,1,c Climate Segment Divide Sambucus canadensis
10257,Hamilton,c Climate Segment,Bromus pubescens,1,c Climate Segment Divide Bromus pubescens
10258,Hamilton,c Climate Segment,Physalis heterophylla,1,c Climate Segment Divide Physalis heterophylla
10259,Hamilton,c Climate Segment,Ruellia strepens,1,c Climate Segment Divide Ruellia strepens
10260,Hamilton,c Climate Segment,Phacelia bipinnatifida,1,c Climate Segment Divide Phacelia bipinnatifida
10261,Hamilton,c Climate Segment,Scirpus cyperinus,1,c Climate Segment Divide Scirpus cyperinus
10262,Hamilton,c Climate Segment,Schoenoplectus tabernaemontani,1,c Climate Segment Divide Schoenoplectus tabernaemontani
10263,Hamilton,c Climate Segment,Cercis canadensis,1,c Climate Segment Divide Cercis canadensis
10264,Hamilton,c Climate Segment,Senna hebecarpa,1,c Climate Segment Divide Senna hebecarpa
10265,Hamilton,c Climate Segment,Salix nigra,2,c Climate Segment Divide Salix nigra
10266,Hamilton,c Climate Segment,Scirpus hattorianus,1,c Climate Segment Divide Scirpus hattorianus
10267,Hamilton,c Climate Segment,Phlox divaricata,1,c Climate Segment Divide Phlox divaricata
10268,Hamilton,c Climate Segment,Chamaecrista fasciculata,1,c Climate Segment Divide Chamaecrista fasciculata
10269,Hamilton,c Climate Segment,Sassafras albidum,1,c Climate Segment Divide Sassafras albidum
10270,Hamilton,c Climate Segment,Salix interior,1,c Climate Segment Divide Salix interior
10271,Hamilton,c Climate Segment,Cirsium discolor,1,c Climate Segment Divide Cirsium discolor
10272,Hamilton,c Climate Segment,Collinsonia canadensis,1,c Climate Segment Divide Collinsonia canadensis
10273,Hamilton,c Climate Segment,Scrophularia marilandica,1,c Climate Segment Divide Scrophularia marilandica
10274,Hamilton,c Climate Segment,Cirsium muticum,1,c Climate Segment Divide Cirsium muticum
10275,Hamilton,c Climate Segment,Carpinus caroliniana,1,c Climate Segment Divide Carpinus caroliniana
10276,Hamilton,c Climate Segment,Salix sericea,1,c Climate Segment Divide Salix sericea
10277,Hamilton,c Climate Segment,Phacelia purshii,1,c Climate Segment Divide Phacelia purshii
10278,Hamilton,c Climate Segment,Coleataenia rigidula,1,c Climate Segment Divide Coleataenia rigidula
10279,Hancock,d Climate Segment,Viola pubescens,1,d Climate Segment Divide Viola pubescens
10280,Hancock,d Climate Segment,Ranunculus recurvatus,1,d Climate Segment Divide Ranunculus recurvatus
10281,Hancock,d Climate Segment,Ranunculus abortivus,1,d Climate Segment Divide Ranunculus abortivus
10282,Hancock,d Climate Segment,Viola striata,1,d Climate Segment Divide Viola striata
10283,Hancock,d Climate Segment,Polygonatum pubescens,1,d Climate Segment Divide Polygonatum pubescens
10284,Hancock,d Climate Segment,Potamogeton foliosus,1,d Climate Segment Divide Potamogeton foliosus
10285,Hancock,d Climate Segment,Ranunculus hispidus,1,d Climate Segment Divide Ranunculus hispidus
10286,Hancock,d Climate Segment,Populus deltoides,1,d Climate Segment Divide Populus deltoides
10287,Hancock,d Climate Segment,Prunella vulgaris,1,d Climate Segment Divide Prunella vulgaris
10288,Hancock,d Climate Segment,Viola palmata,1,d Climate Segment Divide Viola palmata
10289,Hancock,d Climate Segment,Viburnum dentatum,3,d Climate Segment Divide Viburnum dentatum
10290,Hancock,d Climate Segment,Arisaema dracontium,1,d Climate Segment Divide Arisaema dracontium
10291,Hancock,d Climate Segment,Achillea millefolium,1,d Climate Segment Divide Achillea millefolium
10292,Hancock,d Climate Segment,Vitis vulpina,1,d Climate Segment Divide Vitis vulpina
10293,Hancock,d Climate Segment,Anemone acutiloba,1,d Climate Segment Divide Anemone acutiloba
10294,Hancock,d Climate Segment,Viburnum acerifolium,1,d Climate Segment Divide Viburnum acerifolium
10295,Hancock,d Climate Segment,Dicentra cucullaria,1,d Climate Segment Divide Dicentra cucullaria
10296,Hancock,d Climate Segment,Polemonium reptans,1,d Climate Segment Divide Polemonium reptans
10297,Hancock,d Climate Segment,Ribes cynosbati,1,d Climate Segment Divide Ribes cynosbati
10298,Hancock,d Climate Segment,Podophyllum peltatum,1,d Climate Segment Divide Podophyllum peltatum
10299,Hancock,d Climate Segment,Asimina triloba,1,d Climate Segment Divide Asimina triloba
10300,Hancock,d Climate Segment,Echinocystis lobata,1,d Climate Segment Divide Echinocystis lobata
10301,Hancock,d Climate Segment,Viburnum prunifolium,2,d Climate Segment Divide Viburnum prunifolium
10302,Hancock,d Climate Segment,Ptelea trifoliata,1,d Climate Segment Divide Ptelea trifoliata
10303,Hancock,d Climate Segment,Corylus americana,2,d Climate Segment Divide Corylus americana
10304,Hancock,d Climate Segment,Acer saccharum,2,d Climate Segment Divide Acer saccharum
10305,Hancock,d Climate Segment,Cyperus strigosus,1,d Climate Segment Divide Cyperus strigosus
10306,Hancock,d Climate Segment,Rubus occidentalis,1,d Climate Segment Divide Rubus occidentalis
10307,Hancock,d Climate Segment,Platanus occidentalis,1,d Climate Segment Divide Platanus occidentalis
10308,Hancock,d Climate Segment,Alisma subcordatum,1,d Climate Segment Divide Alisma subcordatum
10309,Hancock,d Climate Segment,Persicaria virginiana,1,d Climate Segment Divide Persicaria virginiana
10310,Hancock,d Climate Segment,Salix discolor,1,d Climate Segment Divide Salix discolor
10311,Hancock,d Climate Segment,Cardamine douglassii,1,d Climate Segment Divide Cardamine douglassii
10312,Hancock,d Climate Segment,Asclepias incarnata,1,d Climate Segment Divide Asclepias incarnata
10313,Hancock,d Climate Segment,Dicentra canadensis,1,d Climate Segment Divide Dicentra canadensis
10314,Hancock,d Climate Segment,Veronica serpyllifolia,2,d Climate Segment Divide Veronica serpyllifolia
10315,Hancock,d Climate Segment,Acer negundo,1,d Climate Segment Divide Acer negundo
10316,Hancock,d Climate Segment,Erigenia bulbosa,1,d Climate Segment Divide Erigenia bulbosa
10317,Hancock,d Climate Segment,Calystegia sepium,1,d Climate Segment Divide Calystegia sepium
10318,Hancock,d Climate Segment,Penstemon digitalis,1,d Climate Segment Divide Penstemon digitalis
10319,Hancock,d Climate Segment,Crataegus mollis,1,d Climate Segment Divide Crataegus mollis
10320,Hancock,d Climate Segment,Actaea pachypoda,1,d Climate Segment Divide Actaea pachypoda
